gene	stage0	stage1	stage2	stage3
MEGF9	0.18329796	0.24550906	0.21359272	0.19708537
ACTG2	0.03391552	0.13795356	0.093355805	0.16285424
KHDRBS2	0.13859455	0.1802988	0.14406534	0.11889464
PRB3	0.09999857	0.325395	1.0456398	0.08670475
SFTPA1	0.26170254	0.33239493	0.28322458	0.23025458
MIR924HG	0.14726284	0.2772072	0.20551604	0.31787154
AC007368.1	0.02858054	0.055840686	0.090789355	0.19360709
PDE4D	0.19188462	0.10583036	0.13257782	0.12060317
LINC01705	0.06883952	0.03755429	0.12578478	0.24172263
CFAP54	0.11525565	0.20919272	0.29337844	0.20610964
TIMP3	0.4079476	0.35280406	0.2822095	0.27887896
DNAH3	0.09324426	0.09923536	0.19790137	0.2038048
SNX25	0.18031633	0.19641207	0.2097125	0.20582263
ROBO2	1.9107805	1.7602787	1.666503	1.6377047
SLC6A14	0.099263474	0.12753549	0.16977789	0.10557822
VSIG1	0.021193204	0.04987225	0.0617251	0.07644996
ALOX15B	0.05990248	0.09841205	0.099946834	0.08075849
KAZN	0.6863966	0.87040365	0.7399388	0.91103476
STAP1	0.1156214	0.09297949	0.12750684	0.16683912
KCND2	0.2485341	0.30490744	0.30808616	0.5746283
LINC00578	0.25294474	0.52677464	0.35011896	0.6809221
CR2	0.0689356	0.07835502	0.14602344	0.115565695
AC027288.3	0.15416625	0.097320676	0.098137744	0.0666641
ITGB8	0.25310108	0.38072294	0.4364902	0.5180873
SGPP2	0.058176935	0.11453691	0.19838892	0.1374654
STK33	0.15754138	0.23954995	0.29994586	0.25347775
AC009133.1	0.11695602	0.073771864	0.0581989	0.111468814
CASC15	0.2672603	0.631379	0.5945391	0.6464277
LAMC2	0.08167378	0.1352355	0.072876655	0.19516473
CADM1	0.27955827	0.27119106	0.2713356	0.16132146
HHIP	0.20872325	0.12595925	0.123042725	0.11132536
EYA4	0.16588958	0.30330634	0.33800328	0.22470023
LMNTD1	0.071171775	0.11423867	0.11131677	0.14718443
SLC30A8	0.08634794	0.07858617	0.16446446	0.08531344
FAM155A	0.11126983	0.18493554	0.16067463	0.20919365
VEPH1	0.18454413	0.19596222	0.14776511	0.12896018
CP	0.07579245	0.17340231	0.31771493	0.19880314
NOL4	0.094002515	0.064017676	0.13901351	0.15623799
LINC01937	0.099240944	0.11749469	0.069945954	0.11813121
MUC5B	0.06012333	0.18626067	0.6175706	0.3310341
CHST9	0.088523544	0.21893439	0.2819794	0.2256341
RTKN2	0.36297715	0.24854855	0.19074424	0.09340755
TRIM5	0.06247302	0.29516345	0.17255099	0.24016814
ERICH3	0.07742827	0.11826347	0.18403703	0.17846876
CFAP46	0.05791838	0.06833728	0.10921886	0.12869559
GPRC5D-AS1	0.12775236	0.15292361	0.23635213	0.13481902
MUC5AC	0.05461968	0.10756801	0.2674366	0.2040328
DMBT1	0.06649635	0.13248517	0.3214345	0.13602458
LINC01170	0.042082693	0.10138707	0.14865647	0.12068796
RELN	0.069831684	0.07563269	0.06817413	0.117854215
LANCL1-AS1	0.10047552	0.0912469	0.119275294	0.07784675
DNAH11	0.13318256	0.19078031	0.26149902	0.2053013
ATP11A	0.15326829	0.18977568	0.14294468	0.15266527
ZNF385D	0.09663586	0.36829647	0.31142306	0.36123165
MACC1	0.12507772	0.27776256	0.31744266	0.22754587
AL445584.2	0.05121169	0.116597146	0.010393641	0.18349552
TMEM164	0.19034179	0.21470112	0.21892385	0.22640307
AC083837.1	0.19086877	0.2969364	0.38042793	0.3197462
HYDIN	0.08082037	0.11194	0.15696613	0.1386948
SFTPA2	0.2851185	0.33468106	0.25601438	0.2260524
SLC5A8	0.037723746	0.12189557	0.20982194	0.090508215
BPIFA1	0.050282124	0.10755773	0.06857283	0.3964541
CACNA1A	0.12264461	0.14652638	0.094732255	0.24580319
MYO16	0.34586835	0.4684738	0.39998874	0.7666808
CFAP47	0.09907281	0.15802556	0.2994691	0.15843451
CUX2	0.018405946	0.13322021	0.038022447	0.15513925
AHR	0.17867795	0.24557666	0.17079073	0.3076795
PDZRN4	0.10586362	0.11798981	0.21694677	0.10972762
RAB27B	0.070079856	0.14176938	0.15516032	0.1779174
ANKFN1	0.07103131	0.16844901	0.21798344	0.21374802
ADARB2	0.106372535	0.0999662	0.20170908	0.105142
GRM7	0.11853254	0.12950839	0.1799416	0.29966286
COL25A1	0.23196213	0.27854636	0.18808885	0.2776498
AL357507.1	0.09231044	0.10990904	0.09952038	0.13384348
TTC29	0.06094839	0.12430296	0.20610082	0.1504504
CXCL10	0.048258446	0.020978173	0.06068336	0.04475468
DGKI	0.11156909	0.2060545	0.14316161	0.19076765
WDR49	0.10197068	0.24683505	0.33425507	0.21357565
DNAH7	0.1385343	0.22089958	0.31012085	0.19532514
PTGFR	0.06693239	0.1346378	0.18203	0.11167606
ANKRD1	0.13263428	0.14439143	0.2182336	0.07077323
SLC39A8	0.26810995	0.17793073	0.16179137	0.14928041
GPC6	0.7895862	0.73065263	0.7899559	0.8690335
SLC4A4	0.15435019	0.2783909	0.29233873	0.28519237
SLC26A4	0.051048893	0.05557287	0.056877274	0.070984416
ITGA11	0.11354583	0.11971608	0.21716285	0.36914563
CD38	0.035978317	0.14339091	0.14860262	0.10594321
COL1A1	0.32164922	0.5044212	0.42537618	0.85689
WIF1	0.1572904	0.29859507	0.29135457	0.15289117
XKR4	0.04973706	0.06733564	0.10098443	0.13230187
AC109466.1	0.07090458	0.1488771	0.15185337	0.12819801
MIR100HG	0.7029639	0.7258353	0.83014107	0.819794
POSTN	0.1060207	0.45706654	0.31207857	0.53263444
FGF13	0.08577322	0.13939357	0.28062755	0.24667345
PEBP4	0.14504294	0.07425031	0.07899856	0.10573826
FGF14	0.5826487	0.7073749	0.65411794	0.658116
PAPPA2	0.071050644	0.16163182	0.049264383	0.16693938
CLIC5	0.11674613	0.18182424	0.12937163	0.07979943
SLC35F3	0.012775878	0.11190415	0.1790532	0.1443706
EGFEM1P	0.059297685	0.17097245	0.297703	0.17521192
AC117453.1	0.5199891	0.49209243	0.58021384	0.7795561
HMGA2	0.03104139	0.104384914	0.09371307	0.2668318
ALPL	0.070933476	0.08629133	0.08485774	0.109651886
AC130456.2	0.112478234	0.11522988	0.20903252	0.14514725
CDH6	0.045547582	0.11124099	0.10166371	0.20254178
PAPPA	0.46667325	0.6091151	0.47994566	0.74367934
CXCL9	0.017613605	0.018277092	0.069770254	0.04271693
NRG3	0.11100141	0.13637978	0.15428488	0.08124641
AL138701.2	0.038949303	0.03190474	0.091161855	0.047822356
SHROOM3	0.2901811	0.24303597	0.25763854	0.222086
MYH11	0.078183204	0.18772553	0.19938077	0.1978695
GRK3	0.19920574	0.3709169	0.4402479	0.37264702
RALYL	0.07556802	0.20214252	0.18039395	0.16962628
MROH9	0.11388666	0.1404624	0.09999979	0.16366264
ENPP1	0.04232679	0.045967534	0.04199117	0.07914477
FN1	1.1956457	1.24737	1.1915544	1.1513628
FER1L6	0.12136742	0.13629054	0.17441201	0.12007814
KCNJ15	0.12490277	0.16614176	0.22841246	0.10682219
CYP2B7P	0.17052962	0.20121017	0.17083813	0.30684844
HS6ST3	0.07841519	0.14760643	0.123428516	0.1442086
ITGBL1	0.51587945	0.61044586	0.5315582	0.80176204
DNAAF1	0.07779021	0.10048153	0.18098094	0.15878856
STEAP4	0.12564449	0.16872925	0.20132868	0.1625442
VTCN1	0.01764705	0.07350751	0.14905791	0.11499677
ST6GALNAC5	0.6054836	0.7159152	0.6087304	0.7508411
MICAL2	0.17720656	0.26054758	0.26406944	0.2693892
ITGB6	0.11414173	0.17345363	0.15319492	0.23635888
LNC-LBCS	0.10892546	0.14114447	0.19509785	0.19223838
MYO3B	0.09700856	0.26077437	0.1564923	0.2561383
AC012574.1	0.1554554	0.09663155	0.13478199	0.088005155
AC012078.2	0.052521903	0.14061949	0.09200253	0.21923102
SCGB3A2	0.12027555	0.34844074	0.3939002	0.18684395
ANKRD28	0.16372986	0.32017446	0.36141428	0.31730372
CLDN10-AS1	0.012928821	0.023125092	0.08094114	0.031336024
CAMK1D	0.15482973	0.2640594	0.27259573	0.2779506
ADGB	0.09198783	0.13788286	0.19617696	0.16174246
SMOC1	0.047288347	0.13461831	0.030694822	0.10353843
CPNE4	0.09538802	0.26045468	0.16803221	0.19940114
ERBB4	0.21749792	0.21584886	0.23694845	0.2329381
DTHD1	0.09151665	0.16649367	0.21888469	0.21090974
LINC01435	0.06398872	0.05928084	0.111163	0.14620781
CDH4	0.46683753	0.19057661	0.11598226	0.26110414
NTN4	0.19054069	0.135346	0.17716976	0.15104552
AC069277.1	0.037429966	0.077430755	0.077850275	0.1384838
CFAP43	0.14634089	0.20082122	0.20152049	0.1973273
EPHA4	0.12160985	0.15303864	0.13507421	0.20735602
CCBE1	1.2984684	1.2796862	1.0422468	1.0560713
AC009570.2	0.12538828	0.43204227	0.553498	0.16557592
CNTNAP3P2	0.013065606	0.056477517	0.03662388	0.119030386
CD55	0.21843824	0.25400376	0.24639352	0.23254108
LAMA2	1.2103736	1.4311047	1.4201673	1.6314038
NFATC2	0.38137525	0.78972423	0.83162165	0.8721252
PCDH9	0.13041605	0.20134348	0.20158641	0.17006226
AC104162.1	0.13083316	0.17899683	0.12158192	0.1691121
CYP7B1	0.9978832	1.4213777	1.127696	1.2553946
PARM1	0.10452532	0.14547938	0.11965855	0.1478799
LMO3	0.20885503	0.26356274	0.26924953	0.26038972
EFNA5	0.21705252	0.36421755	0.32650188	0.39592132
GRM8	0.08412201	0.066302344	0.025701994	0.050124932
NLGN1	0.14625137	0.2513691	0.30355117	0.29962173
HOPX	0.14944725	0.09953074	0.104751766	0.11176323
AP002989.1	0.5507348	0.3721308	0.22959746	0.47794437
AL356234.2	0.02394119	0.030206531	0.08645675	0.060939174
RGS6	0.12461278	0.06913876	0.1737752	0.090915106
RASEF	0.07865098	0.1747655	0.16970009	0.122783326
ATP13A4	0.22668882	0.18692988	0.18761264	0.18177442
C8orf34	0.16521977	0.17896019	0.21780749	0.20485453
LINC02147	0.06773689	0.107289284	0.18111342	0.16852556
FTO	0.42901537	0.42637974	0.40704986	0.47145388
AP003025.2	0.022002213	0.024208669	0.0005465049	0.010788803
CFTR	0.17338982	0.28684145	0.26867986	0.25033686
RARRES1	0.1892213	0.3614809	0.25213405	0.29221115
MIR646HG	0.35929912	0.3941075	0.4128703	0.3837831
SLIT3	1.7021759	1.4887202	1.4101194	1.4734296
TANC2	0.26278925	0.36656052	0.33236966	0.29069278
ADAMTS9	0.27985728	0.3055008	0.29791936	0.34332326
IGLC7	0.18442611	0.29924434	0.33340073	0.28211033
CDH20	0.11244302	0.10670983	0.10362963	0.24978776
LPIN2	0.19471492	0.28670022	0.24224253	0.2638828
AREG	0.069809064	0.1985789	0.24576889	0.24386227
HS6ST2	0.066126	0.11697431	0.059043314	0.22246285
ATP2B4	0.17499675	0.24379697	0.2695345	0.22133338
SPAG17	0.13763678	0.16899705	0.16965061	0.20433216
SGMS2	0.13108316	0.23738125	0.22894244	0.1348223
AC025580.2	0.047579553	0.060633898	0.059766274	0.13652642
ZFPM2-AS1	0.22634175	0.23174322	0.23927295	0.31695676
LDB2	0.15970887	0.14539872	0.13499886	0.123868585
SLPI	0.16147855	0.31893963	0.3484873	0.36296466
AC010998.1	0.10208131	0.0952534	0.11500424	0.09429094
DNAH6	0.15667957	0.18998069	0.22474307	0.26741698
BTBD9	0.28865594	0.2573703	0.23255126	0.22391324
ABCA13	0.08689142	0.17192596	0.24598801	0.20376647
TENM2	1.2420114	0.8798593	0.8306348	0.74766177
COL1A2	0.6861428	0.9302362	0.91847426	1.0713828
NYAP2	0.062441885	0.15745881	0.13496432	0.110847406
NRXN1	0.08392489	0.10170537	0.112816334	0.12722622
GPR39	0.10082656	0.16332416	0.14063841	0.22430539
ECT2L	0.0796791	0.10167312	0.14323889	0.13852727
LMO7	0.1808026	0.18716276	0.23621082	0.16957645
LHFPL3-AS2	0.06937179	0.13204513	0.13096963	0.1237581
ZBBX	0.11711847	0.12967613	0.1708144	0.21291806
VWA3B	0.09684565	0.078045405	0.15197934	0.14501405
IGF2BP3	0.07147264	0.056926616	0.11490294	0.20134139
ESRRG	0.17606615	0.43000466	0.41805077	0.38718316
LAMA3	0.17887934	0.1670176	0.15173562	0.118817605
GPM6A	0.19814384	0.09895259	0.15726663	0.06015907
LINC01632	0.0565613	0.04034382	0.1603813	0.14002027
SLC7A11-AS1	0.010476847	0.011182132	0.039546285	0.05799209
NEDD4L	0.13600688	0.1267043	0.10465922	0.12201824
AC010197.1	0.071316116	0.107328705	0.12096155	0.1575173
AC073114.1	0.08082495	0.1444864	0.24344867	0.16526704
LRRC4C	0.1702275	0.32007962	0.32012367	0.31770214
AC113137.1	0.0470115	0.019581437	0.07605625	0.08984948
AC093817.2	0.037708826	0.16973512	0.16518997	0.14712748
LINC02532	0.023482414	0.055822812	0.053109393	0.020533683
COL11A1	0.09163808	0.08937459	0.08000397	0.19633181
MUC6	0.050937667	0.10310031	0.01992031	0.0771462
LUZP2	0.10478342	0.13093205	0.07631276	0.3054124
LINC01091	0.13087903	0.26851374	0.22012651	0.28911462
PLCXD3	0.061095107	0.07305525	0.0577098	0.076631434
RCAN2	0.13618621	0.28272575	0.2997767	0.27079573
MECOM	0.17791376	0.13065973	0.10994687	0.10910184
SELE	0.04150925	0.06385106	0.09248996	0.06887784
LAMB3	0.0506154	0.06397593	0.14811113	0.084269606
PCAT1	0.13199961	0.1434689	0.24043149	0.12860991
TGFB2	0.10269749	0.16893587	0.15780215	0.11639667
AC112206.2	0.20911793	0.12928122	0.09153128	0.14065845
CCDC30	0.1304197	0.21881062	0.2414817	0.26713288
IGF1	0.3184324	0.44337845	0.45604762	0.669435
AC011287.1	0.12921447	0.18529251	0.2642241	0.27131578
HAPLN1	0.049367815	0.027907608	0.12164859	0.042659614
KIAA2012	0.061514568	0.12093195	0.18130727	0.14075367
ADAMTS16	0.116059676	0.13341987	0.21254088	0.32384315
LONRF3	0.0981628	0.21390568	0.12337321	0.15959091
GPRC5A	0.12768888	0.13106064	0.2093687	0.14146723
DNAH5	0.122883745	0.2085379	0.24182975	0.25198132
WT1	0.21777046	0.2268977	0.19649048	0.5242827
NAPSA	0.15587981	0.2961782	0.23023652	0.18191004
AC022325.2	0.11917365	0.064016834	0.112279914	0.033849075
NCAM2	1.5427567	1.4604712	1.2560511	1.5424
AC019211.1	0.032221653	0.11251821	0.086058915	0.15785925
DIAPH3	0.12513383	0.14164586	0.16102317	0.11861514
LINC02055	0.07631715	0.17847764	0.20122373	0.1423788
LRRC77P	0.021160217	0.07246956	0.037224155	0.063041724
SNX30	0.15794228	0.12400775	0.20275079	0.17972337
TFPI2	0.01985156	0.053353354	0.06964084	0.07683424
CCDC190	0.06472362	0.06876003	0.13796169	0.14355734
AC092640.1	0.026894609	0.03174458	0.04176924	0.026572099
BPIFB2	0.06119298	0.09755599	0.46257877	0.0788639
SOX5	0.31720534	0.25386745	0.26919055	0.2768175
FBXO32	0.14796576	0.19277859	0.26518315	0.4134585
NKAIN2	0.19221036	0.384951	0.31966597	0.2604417
IL20RA	0.08242387	0.043537088	0.14633578	0.10191234
SORCS1	0.1342889	0.1503306	0.14759943	0.19913791
EPHB2	0.10190609	0.13545537	0.09527931	0.24036531
PID1	0.43115053	0.41790566	0.4162389	0.37498903
ADGRL3	0.39083162	0.38905317	0.27918547	0.32012472
INMT	0.024272526	0.040826038	0.02392272	0.060054332
PCDH11X	0.08361641	0.08170021	0.08483059	0.107278235
TOX	0.12781921	0.21768883	0.18784262	0.15829526
IL1RAPL2	0.10946533	0.18075098	0.1821711	0.25368
EMP2	0.19006099	0.18323976	0.1987694	0.13427792
GRM5	0.056749996	0.11018655	0.16061907	0.17503583
PLA2G5	0.21196003	0.135652	0.17644422	0.34195685
ICAM1	0.14837122	0.26045176	0.20118092	0.1519427
ACSL4	0.29942623	0.44928992	0.39935374	0.34233093
DOCK3	0.17782931	0.19911328	0.16836739	0.28086627
KCNQ3	0.09365111	0.16360578	0.114265144	0.22655706
RIPOR2	0.2179606	0.21458265	0.24699058	0.18251526
LINGO2	0.20753099	0.20777695	0.20529437	0.23993061
LINC01876	0.09820058	0.3091801	0.24127923	0.2630542
PTHLH	0.041587856	0.06055792	0.06534498	0.046570078
GRIP1	0.053179223	0.17657702	0.19378102	0.2869554
BMP6	0.061928377	0.10847768	0.14063503	0.14227436
LINC02006	0.13316743	0.118803844	0.14145045	0.09313349
KRT17	0.07447455	0.21073191	0.44135332	0.22098434
AC015687.1	0.1206227	0.12850907	0.054079775	0.20710182
ELAPOR2	0.152122	0.25902522	0.2971665	0.26653054
AC114971.1	0.08007084	0.043710083	0.08170512	0.06831912
TLL1	0.10691985	0.12352306	0.13422133	0.15841302
ITPRID1	0.03577048	0.048205335	0.122817814	0.06013368
HS3ST2	0.6035366	0.4447735	0.47642526	0.54542947
CACNA1C	1.5684365	1.4027193	1.3336	1.403021
STK32A	0.034184225	0.12350763	0.19193734	0.1809123
BARX2	0.022679547	0.06863212	0.083317064	0.07344736
RMST	0.15277785	0.06958515	0.059800927	0.1416653
SLC22A3	0.12544677	0.14999703	0.17385584	0.15300743
RND1	0.05655148	0.05042113	0.08111507	0.02147094
LGR5	0.06947418	0.11826357	0.08541232	0.1606949
AC044893.1	0.044580925	0.03932313	0.025298884	0.20203869
KCNMA1	0.15032841	0.22547422	0.33677617	0.30746508
C9orf116	0.087299556	0.05854056	0.07902213	0.12742524
TPH1	0.031622488	0.0058790282	0.015942127	0.03011606
BMPR1B	0.10262984	0.20299193	0.27455327	0.26404992
CRIM1	0.49338758	0.5198246	0.44079337	0.4183656
AC093916.1	1.1441232	0.96507305	0.91548586	0.9146428
FSTL4	0.057937488	0.04900066	0.080951385	0.09324815
HHLA2	0.051096752	0.110221796	0.059572708	0.12645054
CSF2	0.01663491	0.005878172	0.044596598	0.020508524
ACKR1	0.08268646	0.10628466	0.072105944	0.058522146
AC013652.1	0.07116137	0.13666482	0.19188495	0.29728118
UST	0.24997623	0.35185122	0.30512986	0.33001527
SAA1	0.10865709	0.06857744	0.21621932	0.2132495
MAGI3	0.24076743	0.28102744	0.22673666	0.23271565
WFDC21P	0.033660658	0.08761669	0.049209516	0.11796531
AL355499.2	0.06386735	0.07804636	0.066805914	0.045358732
CSRP3-AS1	0.05097166	0.073342174	0.14088343	0.079165846
SUGCT	0.17550585	0.37936586	0.37163326	0.57772595
CHIA	0.026675006	0.016948521	0.015602805	0.066212885
FABP4	0.066644065	0.16862813	0.18683322	0.10758471
ARMC4	0.103928775	0.09932712	0.13720036	0.14847778
CFAP70	0.10540085	0.13951296	0.19003923	0.17369168
AC078923.1	0.045645352	0.088134766	0.30366087	0.1357318
UNC5D	0.02822643	0.030906295	0.05074211	0.08836567
UGP2	0.29168636	0.3767763	0.4597222	0.38004982
DCC	0.49551982	0.5112159	0.46141037	0.29639116
NR3C2	0.27382302	0.2897911	0.33082196	0.2833357
EPB41L3	0.7516836	0.5755354	0.46725103	0.48322216
AC084816.1	0.101911865	0.1515595	0.14321925	0.10669903
CD36	0.23027419	0.23009105	0.25829244	0.18364803
RBPJ	0.296245	0.3912279	0.40031347	0.39228475
HMCN1	1.4239948	1.4235766	1.3289522	1.462571
TWIST2	0.23406088	0.101489745	0.2678068	0.19810109
LINC01088	0.30556402	0.3290419	0.29316518	0.4061178
AFF3	0.12368627	0.1162919	0.10059231	0.098011054
LINC01290	0.14500315	0.14490764	0.0935604	0.10041773
CROCC2	0.04232502	0.09237446	0.05675086	0.11438528
HDAC9	0.16062197	0.25621253	0.31968844	0.2625816
SCN3A	0.019742776	0.10859158	0.07539212	0.1142368
PELI1	0.1684	0.3285069	0.38280275	0.24258065
LSAMP	1.5719384	1.5971456	1.3610625	1.5228432
KCNE1	0.14591406	0.1573416	0.14643724	0.16677034
TM4SF4	0.015251021	0.039648585	0.017870903	0.024539946
KIRREL3	0.08011534	0.15319468	0.14943083	0.12148202
ATP12A	0.011352058	0.063112095	0.14972268	0.038066197
CFAP251	0.0921969	0.15576266	0.1448226	0.15225606
TNIK	0.6293278	0.5471346	0.57135195	0.5572526
CHSY3	0.27212456	0.4649185	0.371609	0.45490137
SLC5A5	0.032941867	0.047995657	0.03800895	0.12100441
MIR31HG	0.060004946	0.18643585	0.22261001	0.3735281
NRXN3	0.113246165	0.24564308	0.14863983	0.18394558
MTHFD2L	0.14449883	0.16806301	0.21627016	0.20019543
RANBP17	0.14902076	0.17389849	0.2158242	0.18930344
AC136431.1	0.13750033	0.10778558	0.07724399	0.17706887
AC093912.1	0.04453302	0.06314846	0.14176327	0.106150724
FGF7	0.83870566	0.867411	0.7138993	1.1510018
ESM1	0.008024065	0.042203058	0.048158884	0.09499768
SERPINB11	0.031765915	0.08612739	0.14073281	0.12880056
GREM1	0.101872444	0.063832946	0.14869595	0.3656645
PTGS2	0.21716991	0.43497378	0.37418783	0.23057894
SERPINI2	0.1147878	0.18651769	0.23557281	0.19179766
ADAM12	0.21834427	0.3265029	0.18358953	0.3877709
FMO5	0.15791474	0.065032855	0.1207535	0.12033149
NREP	0.117421515	0.21757364	0.23197918	0.2477322
MMP10	0.05602525	0.043720897	0.059475806	0.14130507
ATP8A2	0.11844604	0.11511654	0.13728958	0.17055361
ADAMTS6	0.072774045	0.20780014	0.16917734	0.20681809
COL3A1	0.39145645	0.8069811	0.6816891	1.0323977
TACC2	0.22583114	0.15642132	0.14250787	0.20137016
SORCS2	0.08501055	0.17597175	0.11248183	0.24716716
C4BPB	0.037785385	0.04440801	0.024084011	0.11591744
SPATA17	0.08991291	0.21048625	0.26833287	0.19141746
GLCCI1	0.23698424	0.3428049	0.29453787	0.28097177
DRAIC	0.062170733	0.07790212	0.04413114	0.16329265
FREM2	0.12898606	0.155536	0.12341795	0.075175695
BICDL1	0.123813875	0.09274319	0.11163289	0.1289695
COL4A3	0.17816918	0.2217073	0.20143442	0.17504531
AC093865.1	0.10186667	0.14170574	0.21784417	0.19720848
CCL19	0.039935317	0.09266714	0.11392646	0.110180445
C8orf37-AS1	0.11407642	0.20346484	0.25805977	0.18724395
THRB-AS1	0.02547379	0.056327544	0.03801153	0.042494792
EDN2	0.08012137	0.0633182	0.057703223	0.07418236
FANK1	0.05842447	0.06154278	0.14138281	0.19928385
ROR1	0.4889993	0.48999667	0.51047015	0.6280456
CACNA2D2	0.08679638	0.05178944	0.095166355	0.08855722
DCLK1	0.30954146	0.7102649	0.6372686	1.0461512
EGLN3	0.1976869	0.24404812	0.15851893	0.25408053
RIMS2	0.0729301	0.1261112	0.15164278	0.19741307
AC087633.2	0.13965608	0.14422077	0.15658927	0.115509935
PIP5K1B	0.14280406	0.16559467	0.15238069	0.1088773
MLLT3	0.1516484	0.2210081	0.22791715	0.22356296
ACMSD	0.012825846	0.03983589	0.05557057	0.05089395
AC005165.1	0.14904025	0.22114551	0.22675158	0.24547853
RFTN1P1	0.043757137	0.0963064	0.046562266	0.11071211
PRG4	0.18728323	0.2441223	0.24928854	0.30177462
FGF2	0.46946183	0.45918894	0.5570111	0.5745999
AL672167.1	0.036469318	0.07032303	0.078057475	0.062390655
