gene	stage0	stage1	stage2	stage3
AC130456.2	0.13524605	0.07167217	0.08458088	0.15924266
CDH6	0.06003603	0.090101734	0.19861315	0.17079107
PAPPA	0.08445822	0.15407316	0.13379313	0.24728444
CXCL9	0.05236554	0.115860514	0.08947666	0.067153476
NRG3	0.34175688	0.506261	0.4539917	0.4136694
AL138701.2	0.045613468	0.0049734428	0.033325978	0.080089666
SHROOM3	0.16310336	0.14069605	0.16068049	0.20825335
MYH11	0.1337451	0.24246474	0.22310378	0.27289245
GRK3	0.15747398	0.27953902	0.23731865	0.34091407
RALYL	0.116851814	0.23279332	0.27737638	0.1889202
MROH9	0.073659815	0.15074636	0.10827924	0.15590504
ENPP1	0.25626898	0.16289124	0.2560199	0.25176978
FN1	0.32572758	0.4522352	0.25601682	0.44160402
FER1L6	0.020466154	0.08524765	0.084185414	0.102838695
KCNJ15	0.13742942	0.15113293	0.17561847	0.22260304
CYP2B7P	0.19849768	0.21025614	0.18317397	0.40318707
HS6ST3	0.09255323	0.20023397	0.094978884	0.13779694
ITGBL1	0.120813765	0.15221561	0.28823784	0.42372066
DNAAF1	0.106496245	0.1264103	0.0714649	0.16019781
STEAP4	0.14098841	0.21882804	0.31348783	0.21776026
VTCN1	0.0060486738	0.037326466	0.09919579	0.1599578
ST6GALNAC5	0.23515433	0.14475176	0.15142393	0.1965088
MICAL2	0.112202644	0.13729851	0.21849607	0.20621142
ITGB6	0.14562573	0.16890563	0.29825407	0.3114289
LNC-LBCS	0.11913868	0.19837476	0.15516558	0.15904742
MYO3B	0.05387237	0.096807115	0.10154235	0.2220733
AC012574.1	0.0029723998	0.029155742	0.008944033	0.03438724
AC012078.2	0.025982384	0.011825246	0.08736467	0.2471951
SCGB3A2	0.12051195	0.41484421	0.092858315	0.19853437
ANKRD28	0.2557786	0.37050715	0.25764558	0.40987045
CLDN10-AS1	0.32171836	0.18969612	0.16208372	0.14815931
CAMK1D	0.23728448	0.32578862	0.22862506	0.37457085
ADGB	0.11103046	0.13921173	0.107405424	0.20787935
SMOC1	0.013808816	0.034986634	0.0136063285	0.17356512
CPNE4	0.037540738	0.08890465	0.16440807	0.23652968
ERBB4	0.2146704	0.24274734	0.14729027	0.21862274
DTHD1	0.08892881	0.112654634	0.12431769	0.2215484
LINC01435	0.07202894	0.0792574	0.08447771	0.09403871
CDH4	0.079305105	0.061131272	0.07927945	0.13548498
NTN4	0.2881104	0.24663615	0.2163476	0.22855549
AC069277.1	0.04786911	0.15081818	0.03885639	0.12259645
CFAP43	0.14439654	0.21367554	0.15255973	0.21021788
EPHA4	0.46330407	0.5981311	0.5257684	0.4167063
CCBE1	0.24366653	0.18502519	0.11945156	0.18930334
AC009570.2	0.030631516	0.24381275	0.20681961	0.12135977
CNTNAP3P2	0.16958286	0.22881132	0.24035399	0.17510113
CD55	0.3494951	0.37554154	0.299389	0.35546625
LAMA2	0.22784504	0.31074068	0.27231675	0.2504934
NFATC2	0.12422811	0.25275478	0.22161663	0.29147428
PCDH9	0.2177584	0.27944347	0.22259504	0.24566129
AC104162.1	0.119496256	0.1189961	0.09189102	0.14787163
CYP7B1	0.13945313	0.265245	0.21429338	0.31449944
PARM1	0.1584661	0.15441453	0.16418755	0.22423083
LMO3	0.22053915	0.23901293	0.20606944	0.31382054
EFNA5	0.13809282	0.28243324	0.16035303	0.21516344
GRM8	0.11606662	0.035495568	0.08858869	0.037861317
NLGN1	0.34160253	0.2803471	0.43823692	0.33054197
HOPX	0.19147205	0.12916456	0.05317814	0.15588886
AP002989.1	0.0735827	0.049614012	0.07919641	0.08542391
AL356234.2	0.0076271906	0.009412658	0.058604673	0.049221918
RGS6	0.13142283	0.0734528	0.18779896	0.0990262
RASEF	0.10160495	0.20312779	0.11922027	0.21167104
ATP13A4	0.258582	0.24075253	0.14459603	0.25438625
C8orf34	0.15351614	0.16442697	0.17957559	0.24264804
LINC02147	0.2339497	0.24399717	0.30819678	0.37662265
FTO	0.32361007	0.42769238	0.32997537	0.3904783
AP003025.2	0.009895669	0.025967536	0.0	0.022288317
CFTR	0.19372858	0.18583041	0.22694701	0.25451416
RARRES1	0.12408479	0.09547215	0.18050782	0.24292147
MIR646HG	0.11975879	0.13786729	0.15255012	0.23259862
SLIT3	0.11525172	0.18875702	0.27858537	0.24976167
TANC2	0.3584872	0.37836793	0.29331243	0.3448038
ADAMTS9	0.309951	0.40823472	0.42354977	0.59715146
IGLC7	0.027874773	0.12506457	0.17671655	0.103350446
CDH20	0.10169106	0.035244435	0.079800814	0.095228225
LPIN2	0.18251026	0.20407079	0.22692421	0.26646894
AREG	0.10193653	0.25899428	0.14244926	0.33862638
HS6ST2	0.040263813	0.08230277	0.08439952	0.26477897
ATP2B4	0.20800206	0.25697738	0.3110946	0.25852278
SPAG17	0.13377354	0.19611287	0.20748222	0.19143045
SGMS2	0.14498457	0.20955902	0.18458045	0.20174468
AC025580.2	0.099581964	0.12508564	0.12490052	0.12898219
ZFPM2-AS1	0.10838605	0.07178363	0.1729561	0.2876475
LDB2	1.0958393	1.1138835	1.0539696	0.91722155
SLPI	0.17781718	0.35416764	0.28280002	0.28995624
AC010998.1	0.15800285	0.0751711	0.12328812	0.13811004
DNAH6	0.15453036	0.22260393	0.16307913	0.25666052
BTBD9	0.23396435	0.25971875	0.22429839	0.21616322
ABCA13	0.13349655	0.115831554	0.26627904	0.2584945
TENM2	0.20040582	0.2658525	0.21129644	0.17791006
COL1A2	0.1979572	0.39740682	0.27250037	0.50005215
NYAP2	0.050921414	0.09594993	0.09835466	0.09765651
NRXN1	0.08694222	0.12549376	0.03987735	0.14779153
GPR39	0.09477626	0.15881808	0.089037456	0.18259159
ECT2L	0.08582943	0.16623168	0.12829883	0.14100838
LMO7	0.29139882	0.26759166	0.20337683	0.24625462
LHFPL3-AS2	0.12641287	0.14829183	0.28912705	0.1929085
ZBBX	0.13144743	0.17333376	0.16034102	0.211941
VWA3B	0.071895435	0.086866036	0.04201587	0.14602748
IGF2BP3	0.022859488	0.03571482	0.07141652	0.12487516
ESRRG	0.090040624	0.20321281	0.18404278	0.2374083
LAMA3	0.21191922	0.19519372	0.16887942	0.1471707
GPM6A	0.24074426	0.11902427	0.21296223	0.139914
LINC01632	0.0143092405	0.008717014	0.041671835	0.048376855
SLC7A11-AS1	0.012092211	0.008598257	0.05260841	0.03398873
NEDD4L	0.14748916	0.16338888	0.113804296	0.19403806
AC010197.1	0.12628257	0.056924287	0.12915654	0.13886414
AC073114.1	0.06337124	0.20749259	0.18497154	0.20138985
LRRC4C	0.19101438	0.20840822	0.34403655	0.26002005
AC113137.1	0.04667819	0.05374152	0.16370682	0.15469721
AC093817.2	0.061788656	0.1907239	0.19599046	0.19905655
LINC02532	0.042465936	0.05438699	0.024165262	0.039527528
COL11A1	0.07362174	0.043137062	0.20046255	0.16578609
MUC6	0.045811668	0.022589758	0.014267214	0.027724579
LUZP2	0.032426883	0.08774092	0.04345928	0.19364163
LINC01091	0.11277692	0.22214378	0.14012092	0.2732529
PLCXD3	0.4165656	0.2076578	0.21154192	0.17134777
RCAN2	0.11725588	0.27182934	0.31650144	0.2794852
MECOM	0.6649742	0.6033659	0.5812348	0.3919434
SELE	0.15429027	0.14592645	0.15919638	0.19378376
LAMB3	0.044483393	0.027513979	0.082946174	0.20310019
PCAT1	0.3165818	0.3028399	0.26623192	0.26927274
TGFB2	0.047457807	0.19243653	0.2635401	0.1890644
AC112206.2	0.21109584	0.10089429	0.08128216	0.11469622
CCDC30	0.15796532	0.16273545	0.13790242	0.227535
IGF1	0.09290974	0.03355587	0.09573828	0.33479854
AC011287.1	0.14694071	0.25038233	0.21887918	0.27595717
HAPLN1	0.06143922	0.032570038	0.14821422	0.044446245
KIAA2012	0.04306418	0.07770866	0.14663564	0.14485696
ADAMTS16	0.03425564	0.042753387	0.04631972	0.11283396
LONRF3	0.10566855	0.1562626	0.11570289	0.11189824
GPRC5A	0.18728597	0.15509233	0.17900176	0.20490295
DNAH5	0.17115158	0.21720618	0.15407941	0.32287115
WT1	0.026001312	0.04802172	0.02965274	0.07913232
NAPSA	0.17447278	0.28736487	0.12500584	0.2204453
AC022325.2	0.15196139	0.09151139	0.15152206	0.03799106
NCAM2	0.16359787	0.27664536	0.20910397	0.32126504
AC019211.1	0.08853755	0.03258741	0.11558064	0.18583551
DIAPH3	0.109698705	0.15396483	0.14533308	0.18606763
LINC02055	0.16260542	0.087927125	0.11825508	0.1347374
LRRC77P	0.18021946	0.10801039	0.14574838	0.11251445
SNX30	0.33963153	0.2544688	0.26279825	0.29148483
TFPI2	0.068100475	0.045245986	0.07753868	0.07447339
CCDC190	0.072547905	0.035765234	0.07879048	0.15334532
AC092640.1	0.05317571	0.04965904	0.10110445	0.030054983
BPIFB2	0.050734315	0.11985154	0.29660892	0.12989582
SOX5	0.17020814	0.14578003	0.17489111	0.12178694
FBXO32	0.06598881	0.041235615	0.1981326	0.30897903
NKAIN2	0.2728585	0.35151008	0.12011218	0.24305585
IL20RA	0.1549874	0.03099492	0.050322704	0.107839555
SORCS1	0.15541586	0.15692018	0.1511144	0.18214765
EPHB2	0.051305372	0.08246476	0.032214586	0.110495865
PID1	0.20918754	0.20414092	0.17137739	0.219642
ADGRL3	0.1323562	0.21064883	0.15375485	0.311881
INMT	0.19824028	0.18341403	0.10047895	0.27580547
PCDH11X	0.24466105	0.21694285	0.19351798	0.19154891
TOX	0.15145354	0.18217833	0.19477586	0.17653629
IL1RAPL2	0.11302817	0.095322385	0.07137227	0.1476465
EMP2	0.30975178	0.40413812	0.1739817	0.25107193
GRM5	0.11265324	0.16791156	0.1882365	0.14503415
PLA2G5	0.7339346	0.4263929	0.43060917	0.424437
ICAM1	0.2335414	0.23219605	0.25211015	0.17262797
ACSL4	0.2016582	0.19499141	0.18712361	0.24392138
DOCK3	0.09125107	0.0822655	0.2009705	0.27256912
KCNQ3	0.077958375	0.13226776	0.16007927	0.2937118
RIPOR2	0.25715816	0.1980156	0.14312862	0.3028575
LINGO2	0.07126684	0.114939176	0.14159772	0.1542981
LINC01876	0.20930523	0.26694322	0.2651888	0.27721506
PTHLH	0.02696225	0.1242622	0.061805636	0.10680756
GRIP1	0.08807804	0.22628245	0.18192494	0.36636963
BMP6	0.31724155	0.38714284	0.4478492	0.48416868
LINC02006	0.164785	0.113661624	0.15660684	0.073011756
KRT17	0.03136012	0.18282601	0.2327162	0.2405619
AC015687.1	0.14808036	0.1537261	0.1004608	0.20641088
ELAPOR2	0.2487226	0.16452841	0.20464912	0.27325827
AC114971.1	0.06502378	0.015703175	0.15558201	0.05357419
TLL1	0.69365263	0.5594135	0.38046452	0.37538517
ITPRID1	0.03404554	0.09052352	0.12665431	0.10827784
HS3ST2	0.14948502	0.07856984	0.30167168	0.23964371
CACNA1C	0.16136222	0.17038734	0.25139993	0.32631832
STK32A	0.059575446	0.16750537	0.16867095	0.26390272
BARX2	0.05406537	0.04593993	0.03022516	0.16572401
RMST	0.21647866	0.09452584	0.06197348	0.18991709
SLC22A3	0.15485422	0.117164716	0.27381697	0.18652543
RND1	0.097635046	0.1399368	0.09535149	0.10470712
LGR5	0.055596538	0.051915478	0.013436007	0.105788745
AC044893.1	0.022325274	0.011442251	0.011503976	0.17770311
KCNMA1	0.2150176	0.19767718	0.32469457	0.4029138
C9orf116	0.038153324	0.06891766	0.031747557	0.11132345
TPH1	0.029157067	0.07771017	0.10451857	0.08236305
BMPR1B	0.11843042	0.34448454	0.24121013	0.35654318
CRIM1	0.47527632	0.54019165	0.47448492	0.57666683
AC093916.1	0.10675475	0.16155185	0.07245345	0.054065242
FSTL4	0.10513402	0.059520062	0.077702515	0.13802746
HHLA2	0.076335914	0.052235663	0.064928405	0.18862323
CSF2	0.019359838	0.041707434	0.023983123	0.024140311
ACKR1	0.25172904	0.118166775	0.24034268	0.3254403
AC013652.1	0.075722866	0.15851906	0.22488809	0.28440833
UST	0.13822988	0.24521182	0.20352054	0.23497427
SAA1	0.12954038	0.087880954	0.090730876	0.26649043
MAGI3	0.31999424	0.32108134	0.32534528	0.3354057
WFDC21P	0.048725814	0.17288244	0.2442691	0.13880861
AL355499.2	0.07288855	0.054981433	0.109327264	0.05992441
CSRP3-AS1	0.04785691	0.060975056	0.08301774	0.06537048
SUGCT	0.104004055	0.193464	0.2611775	0.36365694
CHIA	0.13668251	0.1819033	0.20471114	0.1093639
FABP4	0.4127118	0.31125042	0.2799167	0.29477993
ARMC4	0.105166145	0.08884696	0.17686465	0.18657638
CFAP70	0.16913909	0.13255623	0.10914905	0.18626577
AC078923.1	0.084638804	0.19481657	0.24667868	0.16562334
UNC5D	0.016363043	0.06274723	0.002976659	0.12695464
UGP2	0.21099743	0.26379833	0.1966151	0.35069308
DCC	0.18372026	0.05981933	0.17738354	0.1541523
NR3C2	0.2969189	0.27897474	0.22517742	0.31330597
EPB41L3	0.25145593	0.20905654	0.26346076	0.22642675
AC084816.1	0.09180452	0.12676759	0.074745476	0.07983452
CD36	0.29331362	0.21458924	0.26944023	0.28874737
RBPJ	0.3770294	0.4614898	0.415454	0.43901986
HMCN1	0.2576746	0.38733447	0.27281463	0.38007528
TWIST2	0.060185228	0.12798014	0.09437461	0.08988783
LINC01088	0.17029463	0.14582919	0.16589788	0.26675662
AFF3	0.22377191	0.26045272	0.25869423	0.24212444
LINC01290	0.2683732	0.17534858	0.24457872	0.1111894
CROCC2	0.081588924	0.0137839345	0.04407372	0.074801415
HDAC9	0.34844413	0.29232746	0.44426095	0.48249152
SCN3A	0.040057216	0.0090478845	0.026566003	0.08298473
PELI1	0.5220332	0.55387676	0.5957858	0.49836454
LSAMP	0.24493036	0.3417212	0.19530383	0.262896
KCNE1	0.14146161	0.1385086	0.07564843	0.1788361
TM4SF4	0.04227838	0.10152702	0.059798174	0.037243806
KIRREL3	0.1428222	0.08966858	0.19514678	0.2578319
ATP12A	0.009221121	0.053524382	0.10538715	0.12621163
CFAP251	0.067041785	0.03096805	0.07421008	0.14575388
TNIK	0.23465161	0.25727093	0.1668773	0.25199786
CHSY3	0.35500157	0.47657806	0.43406674	0.46143055
SLC5A5	0.063651025	0.109034985	0.049354415	0.3414661
MIR31HG	0.058863472	0.15734269	0.11799744	0.5800111
NRXN3	0.24182001	0.32385716	0.32946017	0.39741802
MTHFD2L	0.32504693	0.25182092	0.26514202	0.27997243
RANBP17	0.2988727	0.3538129	0.23698165	0.33978605
AC136431.1	0.05890615	0.033477344	0.0689988	0.12435433
AC093912.1	0.075302176	0.15952222	0.07768505	0.15750593
FGF7	0.1458738	0.12498112	0.10054327	0.39790756
ESM1	0.09161689	0.37908328	0.09022091	0.15762383
SERPINB11	0.025834579	0.08494678	0.12812431	0.14757262
GREM1	0.018890727	0.002014796	0.04724253	0.14319989
PTGS2	0.2411052	0.30337197	0.33284605	0.29266277
SERPINI2	0.1070981	0.1740918	0.1978626	0.18082687
ADAM12	0.05672763	0.13196057	0.15636963	0.30383122
FMO5	0.2737259	0.10633798	0.07994172	0.18448381
NREP	0.3762116	0.51881206	0.46192053	0.46151668
MMP10	0.026797311	0.010115898	0.013883137	0.036859915
ATP8A2	0.067930914	0.046748612	0.07146668	0.17133602
ADAMTS6	0.6650679	0.739854	0.6812401	0.6861494
COL3A1	0.14582811	0.4378953	0.32802287	0.6852196
TACC2	0.24041894	0.21570572	0.12025483	0.25602794
SORCS2	0.05132941	0.08311184	0.15252551	0.14663076
C4BPB	0.056202415	0.0923487	0.033640243	0.09182208
SPATA17	0.105360925	0.14701144	0.15882513	0.18023318
GLCCI1	0.17055185	0.27117544	0.18742928	0.22932993
DRAIC	0.07087627	0.07039896	0.06313456	0.15767619
FREM2	0.160722	0.16288252	0.16385596	0.111800134
BICDL1	0.1487721	0.11128584	0.13553981	0.16304675
COL4A3	0.22631122	0.2012603	0.23482502	0.21654405
AC093865.1	0.06914715	0.07761943	0.1106103	0.26328945
CCL19	0.047272965	0.05762123	0.06789657	0.083474204
C8orf37-AS1	0.17444104	0.17467918	0.18503286	0.21015188
THRB-AS1	0.015241284	0.020619415	0.004597255	0.08612846
EDN2	0.0027381082	0.03224238	0.01814521	0.058560193
FANK1	0.076872095	0.166172	0.113057494	0.16888475
ROR1	0.26003855	0.20794255	0.24930681	0.2982549
CACNA2D2	0.08816677	0.096380726	0.10819979	0.07055101
DCLK1	0.07814588	0.22852051	0.17807487	0.37342706
EGLN3	0.15100296	0.107361995	0.23123717	0.14914325
RIMS2	0.064269215	0.109111436	0.06365796	0.28926408
AC087633.2	0.0501395	0.067384206	0.10391599	0.085308716
PIP5K1B	0.21070702	0.242356	0.23622158	0.22057155
MLLT3	0.18062222	0.19606286	0.19696228	0.28050974
ACMSD	0.028224334	0.032018304	0.01309061	0.03903798
AC005165.1	0.055213716	0.068037	0.14713095	0.14832303
RFTN1P1	0.03107073	0.069843575	0.059385266	0.14006257
PRG4	0.026310634	0.055980932	0.066444084	0.083144516
FGF2	0.45514548	0.26656392	0.49844238	0.3453433
