gene	stage0	stage1	stage2	stage3
KCNJ15	0.17361966	0.14568974	0.18188795	0.100634925
CYP2B7P	0.22124688	0.17364259	0.1523129	0.26557836
HS6ST3	0.099730745	0.18366224	0.11363435	0.11790207
ITGBL1	0.595116	0.8128351	0.7859314	1.3168526
DNAAF1	0.057752	0.088703796	0.14905038	0.11728897
STEAP4	0.17620541	0.16891257	0.18333839	0.14873725
VTCN1	0.032461926	0.0781205	0.1310438	0.10725927
ST6GALNAC5	0.7743415	0.75028753	0.6209256	0.7072685
MICAL2	0.25865206	0.31726044	0.29680592	0.43082574
ITGB6	0.17370492	0.18570518	0.14933154	0.16023962
LNC-LBCS	0.16459523	0.13954054	0.16298936	0.16051412
MYO3B	0.116800584	0.26729926	0.19338858	0.35364738
AC012574.1	0.1694699	0.06477558	0.10840797	0.069039665
AC012078.2	0.04490965	0.15136303	0.08485782	0.2364388
SCGB3A2	0.15679328	0.29147446	0.32699624	0.25821692
ANKRD28	0.21393389	0.3686484	0.33074772	0.312677
CLDN10-AS1	0.016329458	0.04959263	0.076831475	0.028482862
CAMK1D	0.18245283	0.2622266	0.26213557	0.29316065
ADGB	0.10572358	0.13568473	0.15734589	0.13900186
SMOC1	0.029886527	0.10538129	0.059020184	0.19622912
CPNE4	0.10956944	0.2278804	0.1282763	0.19666688
ERBB4	0.22429413	0.22137761	0.22852771	0.23596273
DTHD1	0.09185912	0.16964081	0.18286413	0.18848981
LINC01435	0.082546875	0.043912716	0.09916415	0.1436686
CDH4	0.55440927	0.1903924	0.15459108	0.26967815
NTN4	0.23856169	0.17478932	0.14927378	0.15694681
AC069277.1	0.057356983	0.07846917	0.07319225	0.14056139
CFAP43	0.17029105	0.18540493	0.18466158	0.15516691
EPHA4	0.14127189	0.19190788	0.12541781	0.18958431
CCBE1	1.3752956	1.1348512	0.9718833	0.70592856
AC009570.2	0.13071689	0.452397	0.48834652	0.23242295
CNTNAP3P2	0.03547768	0.0901292	0.04285749	0.111392684
CD55	0.21615884	0.25573573	0.22186708	0.22798473
LAMA2	1.2608051	1.5962467	1.5570598	1.8302108
NFATC2	0.39851433	0.9167435	0.90246147	1.0748322
PCDH9	0.14904101	0.23768288	0.19775505	0.24338615
AC104162.1	0.1720457	0.14914523	0.12674797	0.16472487
CYP7B1	1.1198274	1.3818179	1.1282281	1.1039385
PARM1	0.11365826	0.15785493	0.10288069	0.13460739
LMO3	0.234642	0.24494803	0.23185411	0.23359706
EFNA5	0.27283987	0.3718022	0.31350088	0.38404974
GRM8	0.13367087	0.058349486	0.02634868	0.045019295
NLGN1	0.22782126	0.40624624	0.42388898	0.74577045
HOPX	0.18888012	0.088076934	0.09721484	0.112038605
AP002989.1	0.58768564	0.33058116	0.30940896	0.6030558
AL356234.2	0.03975199	0.032769263	0.08821875	0.06704958
RGS6	0.13787253	0.08452305	0.14574918	0.057864275
RASEF	0.11067208	0.16918984	0.1406116	0.11425552
ATP13A4	0.24205394	0.18038483	0.15502144	0.15924543
C8orf34	0.1764729	0.18870851	0.20596626	0.18558182
LINC02147	0.12263035	0.13235089	0.16515434	0.19146214
FTO	0.50765204	0.4888524	0.44709006	0.5383114
AP003025.2	0.02362312	0.029944262	0.00049226487	0.006948672
CFTR	0.22886603	0.27830827	0.2360313	0.16485119
RARRES1	0.20037843	0.3669675	0.26225236	0.3698716
MIR646HG	0.44009963	0.41725916	0.33924603	0.34244433
SLIT3	1.7993214	1.4182416	1.426929	1.2789594
TANC2	0.28746077	0.35762927	0.33986697	0.34356263
ADAMTS9	0.32486737	0.30952802	0.2840913	0.3819261
IGLC7	0.1967383	0.2603648	0.33239594	0.22711933
CDH20	0.14223427	0.15477858	0.114572324	0.34635136
LPIN2	0.2408257	0.27802792	0.20483378	0.22916742
AREG	0.075661	0.20114008	0.20468083	0.2913359
HS6ST2	0.0725771	0.12441605	0.06283983	0.199212
ATP2B4	0.2062024	0.24807382	0.2635337	0.24027169
SPAG17	0.16008385	0.17672539	0.14272778	0.17603396
SGMS2	0.15002303	0.2383053	0.18739769	0.13429157
AC025580.2	0.08892042	0.089338236	0.0768644	0.12315313
ZFPM2-AS1	0.20395567	0.2716622	0.31202215	0.53783107
LDB2	0.104322925	0.14476357	0.15119146	0.14180827
SLPI	0.21894765	0.32031685	0.29693732	0.305855
AC010998.1	0.13565567	0.087772936	0.08465643	0.07248282
DNAH6	0.19149576	0.17677714	0.1963252	0.20673023
BTBD9	0.28224462	0.24165243	0.23172054	0.18567975
ABCA13	0.113128185	0.15590963	0.19809219	0.15857665
TENM2	1.3662004	0.73451525	0.6879802	0.444409
COL1A2	0.71441704	1.064331	1.1491275	1.3323334
NYAP2	0.08196199	0.15330586	0.11397819	0.12470079
NRXN1	0.086542614	0.10032304	0.110356495	0.12139204
GPR39	0.15719555	0.15204711	0.11392334	0.16408092
ECT2L	0.10343228	0.09129159	0.12187272	0.13356353
LMO7	0.20166919	0.19589777	0.21258341	0.17336823
LHFPL3-AS2	0.07201275	0.15437679	0.12360857	0.09503269
ZBBX	0.15784283	0.13018353	0.14773743	0.16912924
VWA3B	0.09244382	0.082204185	0.13135518	0.13734464
IGF2BP3	0.08818176	0.053144693	0.13469394	0.1957915
ESRRG	0.22263432	0.4486557	0.37125382	0.32030332
LAMA3	0.22537039	0.15449116	0.13824964	0.1242765
GPM6A	0.26320335	0.12072006	0.13231644	0.06550121
LINC01632	0.10346023	0.07528259	0.1910834	0.24770677
SLC7A11-AS1	0.020293819	0.016774096	0.03431257	0.053132117
NEDD4L	0.10645219	0.115710996	0.10202867	0.103700966
AC010197.1	0.11174397	0.09556605	0.11436768	0.12211502
AC073114.1	0.09439826	0.14362541	0.22124371	0.27001515
LRRC4C	0.17908975	0.35015813	0.3160626	0.2801387
AC113137.1	0.06306113	0.038929403	0.105977915	0.15203704
AC093817.2	0.033640053	0.172212	0.1368827	0.12523068
LINC02532	0.025230424	0.037610807	0.06297599	0.048154116
COL11A1	0.11354832	0.14723171	0.13330823	0.35386625
MUC6	0.069404714	0.107521825	0.019782355	0.0881063
LUZP2	0.12382924	0.2512118	0.23457992	0.86019677
LINC01091	0.20516554	0.25912333	0.1952582	0.24917084
PLCXD3	0.06330108	0.07797608	0.07957289	0.10681063
RCAN2	0.18964139	0.286604	0.31450087	0.3480295
MECOM	0.11956984	0.12802006	0.12310952	0.11877659
SELE	0.04285274	0.078158975	0.08196758	0.06271126
LAMB3	0.0717387	0.07120186	0.086438075	0.0964429
PCAT1	0.14885548	0.13401194	0.22035939	0.13709223
TGFB2	0.15791568	0.17080942	0.15716799	0.14051576
AC112206.2	0.23721682	0.11378153	0.088635325	0.10862223
CCDC30	0.14341073	0.19573806	0.20035458	0.23315835
IGF1	0.43824556	0.66374576	0.7371644	1.4992222
AC011287.1	0.18901889	0.2017059	0.27456257	0.3098187
HAPLN1	0.061104413	0.042223725	0.107578695	0.068176724
KIAA2012	0.10436657	0.12181687	0.13278046	0.11483245
ADAMTS16	0.14100747	0.33944872	0.41688618	0.93111426
LONRF3	0.09782945	0.16122586	0.10217941	0.12495654
GPRC5A	0.17563814	0.13449533	0.16981749	0.14492698
DNAH5	0.15294446	0.20625733	0.22284168	0.23217517
WT1	0.23050408	0.41589814	0.4569705	0.73499423
NAPSA	0.19517401	0.29167002	0.18609127	0.14566764
AC022325.2	0.1670415	0.044255383	0.086916424	0.037896227
NCAM2	1.5336838	1.3578434	1.2332273	1.2161869
AC019211.1	0.040299032	0.09743761	0.07248412	0.14980811
DIAPH3	0.255256	0.12476225	0.1484028	0.14820807
LINC02055	0.098206595	0.19664775	0.18266772	0.16406916
LRRC77P	0.01953971	0.07825454	0.061607577	0.10764717
SNX30	0.21000761	0.14920862	0.1776636	0.17128193
TFPI2	0.022734711	0.05881004	0.07944859	0.13139649
CCDC190	0.08225071	0.073923215	0.11562447	0.1066376
AC092640.1	0.033586506	0.030536234	0.031211428	0.042352717
BPIFB2	0.07535677	0.07071069	0.39821553	0.050262254
SOX5	0.28223294	0.27579024	0.2948329	0.29461023
FBXO32	0.19919634	0.27893874	0.38990885	0.8577979
NKAIN2	0.25581333	0.42648733	0.32231507	0.266903
IL20RA	0.10044821	0.06481785	0.13743368	0.11742238
SORCS1	0.10484341	0.137834	0.13301271	0.20494469
EPHB2	0.17291917	0.23360065	0.1497764	0.35122022
PID1	0.5051028	0.43338835	0.419594	0.47282586
ADGRL3	0.48962358	0.3277608	0.22534797	0.2773089
INMT	0.03040264	0.029948955	0.025126003	0.06782926
PCDH11X	0.09257976	0.09990014	0.091195926	0.09857118
TOX	0.17185925	0.20788239	0.17794023	0.14576164
IL1RAPL2	0.13810748	0.1687512	0.16673379	0.23992586
EMP2	0.21063438	0.16460767	0.17492473	0.13080205
GRM5	0.09556233	0.10896495	0.12954137	0.2534996
PLA2G5	0.29676417	0.15871994	0.18470696	0.43474582
ICAM1	0.15496376	0.27809218	0.18347642	0.13041951
ACSL4	0.32928282	0.4365309	0.34298348	0.32355303
DOCK3	0.21415839	0.18493752	0.17819545	0.24475734
KCNQ3	0.16300249	0.16906498	0.10842714	0.23009594
RIPOR2	0.30854833	0.18103683	0.23624039	0.20543472
LINGO2	0.21170399	0.23028782	0.22063106	0.21170473
LINC01876	0.13968673	0.29316053	0.22034031	0.23406047
PTHLH	0.047351196	0.0576782	0.07617323	0.06427578
GRIP1	0.067530684	0.20388252	0.1938448	0.32885262
BMP6	0.08494349	0.1110014	0.1222624	0.15919442
LINC02006	0.15785646	0.12367641	0.13122311	0.10626525
KRT17	0.063085146	0.15811983	0.3264776	0.23001462
AC015687.1	0.148699	0.12625322	0.087435134	0.219109
ELAPOR2	0.24061176	0.303791	0.31429037	0.24365675
AC114971.1	0.097793415	0.057271443	0.121655874	0.10869036
TLL1	0.10468548	0.15353058	0.15733576	0.17787541
ITPRID1	0.041499663	0.03376632	0.112268746	0.07186756
HS3ST2	0.6465945	0.38436854	0.50580794	0.53209627
CACNA1C	1.5979377	1.3855823	1.3824915	1.338313
STK32A	0.059044566	0.14231068	0.16264161	0.1788534
BARX2	0.02426695	0.05993811	0.08626436	0.070581585
RMST	0.18812446	0.06522619	0.061933555	0.13862562
SLC22A3	0.16650327	0.14197907	0.15262908	0.1277626
RND1	0.06555386	0.042144395	0.041961454	0.018720116
LGR5	0.0765028	0.14249319	0.11557449	0.14746581
AC044893.1	0.05219791	0.03286959	0.026275199	0.18973655
KCNMA1	0.192595	0.27419266	0.3260947	0.37834015
C9orf116	0.08929974	0.057594676	0.08463502	0.13083634
TPH1	0.039261978	0.014687178	0.01466855	0.040777296
BMPR1B	0.1512466	0.20725411	0.24247739	0.281103
CRIM1	0.54686886	0.5033653	0.39973775	0.33801672
AC093916.1	1.2207584	0.7339075	0.77278435	0.47993204
FSTL4	0.088492796	0.055862613	0.0703062	0.06837871
HHLA2	0.080896035	0.10235685	0.055137865	0.103446126
CSF2	0.035269875	0.0062924447	0.037050806	0.021747122
ACKR1	0.10637986	0.10678843	0.081458375	0.06518906
AC013652.1	0.114909805	0.13549985	0.14077367	0.2673438
UST	0.30644894	0.38300696	0.28488922	0.3860959
SAA1	0.16958472	0.07973507	0.19174874	0.35738635
MAGI3	0.23723562	0.2626235	0.21627913	0.21848439
WFDC21P	0.025273727	0.09712358	0.05892557	0.15819098
AL355499.2	0.1022077	0.068181	0.05833627	0.027291493
CSRP3-AS1	0.033349663	0.05852215	0.11860081	0.078851275
SUGCT	0.20078786	0.51317793	0.5549693	0.97219044
CHIA	0.043512855	0.020514373	0.011319181	0.036037426
FABP4	0.055334743	0.17988385	0.16763756	0.11311071
ARMC4	0.14832786	0.11249706	0.1190635	0.13024205
CFAP70	0.14410749	0.1415949	0.17221725	0.15683335
AC078923.1	0.073149435	0.08835325	0.26532328	0.094899245
UNC5D	0.034472648	0.038281914	0.04667028	0.09725288
UGP2	0.38449454	0.38253745	0.39845586	0.42086217
DCC	0.5006164	0.44933146	0.38294145	0.23107545
NR3C2	0.34856287	0.27431667	0.31336933	0.24691375
EPB41L3	0.78938395	0.5427711	0.39056683	0.43511
AC084816.1	0.11477051	0.14592037	0.11681384	0.11429123
CD36	0.29311028	0.2309173	0.22021179	0.12993886
RBPJ	0.37031657	0.405276	0.39843613	0.38317248
HMCN1	1.4931318	1.4439143	1.3346832	1.4019889
TWIST2	0.32598722	0.13412851	0.2556029	0.33754277
LINC01088	0.3510883	0.3380121	0.34547752	0.50192386
AFF3	0.08911275	0.11536232	0.10900839	0.107501745
LINC01290	0.20257825	0.12493449	0.08340885	0.06740187
CROCC2	0.04085173	0.09404582	0.07483483	0.08463043
HDAC9	0.21167633	0.27775913	0.30848902	0.28603294
SCN3A	0.026063472	0.121422395	0.08675802	0.11875299
PELI1	0.19270356	0.32248676	0.3420868	0.24130355
LSAMP	1.5957355	1.584682	1.4161775	1.3979181
KCNE1	0.1475193	0.15484928	0.14735039	0.16305025
TM4SF4	0.02187445	0.04613799	0.03532898	0.011557589
KIRREL3	0.068762764	0.13408065	0.15930878	0.12576284
ATP12A	0.015322208	0.107992366	0.11848644	0.046582684
CFAP251	0.1145335	0.15575683	0.14374997	0.17416786
TNIK	0.70142007	0.5370816	0.5099815	0.50599855
CHSY3	0.37642616	0.49950263	0.41945755	0.4365379
SLC5A5	0.03459711	0.049172707	0.042664845	0.119558714
MIR31HG	0.07778314	0.20704624	0.20568691	0.38103953
NRXN3	0.12749393	0.25128165	0.15466891	0.18924357
MTHFD2L	0.1946032	0.15594551	0.20328113	0.21286553
RANBP17	0.18778282	0.17577143	0.18770957	0.17858724
AC136431.1	0.13299921	0.099591255	0.09149794	0.17613256
AC093912.1	0.06885219	0.07773715	0.09288515	0.078809276
FGF7	0.8859453	0.86774087	0.83358836	1.2244836
ESM1	0.011512377	0.045066494	0.050279923	0.087329894
SERPINB11	0.04068252	0.08826098	0.13100986	0.08993804
GREM1	0.12230198	0.15760405	0.22956261	0.6781909
PTGS2	0.16346516	0.37540135	0.33702707	0.17771387
SERPINI2	0.14677274	0.16804671	0.2005885	0.16948932
ADAM12	0.23741528	0.45409828	0.42756397	0.84611225
FMO5	0.18128954	0.0675115	0.10705568	0.10909746
NREP	0.16687118	0.2595912	0.24472287	0.3318795
MMP10	0.06905987	0.065749824	0.07292892	0.16005687
ATP8A2	0.1476924	0.14119408	0.1648367	0.20141955
ADAMTS6	0.116644114	0.23893604	0.17942205	0.28023514
COL3A1	0.44070837	0.97409165	0.87023485	1.3081602
TACC2	0.23781504	0.15277228	0.13630286	0.19822739
SORCS2	0.1291085	0.22622624	0.13889836	0.4505018
C4BPB	0.042668983	0.028901402	0.0491226	0.10144483
SPATA17	0.13435432	0.22599581	0.1903761	0.16053641
GLCCI1	0.27710676	0.33002752	0.2619917	0.25863338
DRAIC	0.096631326	0.099838555	0.043126743	0.12105918
FREM2	0.16284342	0.16006623	0.101363055	0.057072952
BICDL1	0.15127937	0.0791136	0.122990765	0.11035416
COL4A3	0.1995037	0.22571495	0.20183887	0.18566813
AC093865.1	0.15657775	0.1733435	0.20738783	0.19637339
CCL19	0.04560236	0.11207208	0.08965449	0.105973214
C8orf37-AS1	0.17867745	0.22287174	0.25916892	0.20216948
THRB-AS1	0.024750441	0.046417855	0.037056774	0.061984196
EDN2	0.08614764	0.05973258	0.060059834	0.06965204
FANK1	0.08784714	0.08879722	0.14705873	0.15940602
ROR1	0.57949406	0.5587286	0.6293825	0.6338368
CACNA2D2	0.10921068	0.050576955	0.06952853	0.07292119
DCLK1	0.37902284	1.0701172	0.8900571	1.3850299
EGLN3	0.2673228	0.23222473	0.1539533	0.2506762
RIMS2	0.068774275	0.10205215	0.16835016	0.23248316
AC087633.2	0.16708347	0.123773046	0.15197487	0.13624401
PIP5K1B	0.18480846	0.15516308	0.1366694	0.09473917
MLLT3	0.18849054	0.23334235	0.22093433	0.22991075
ACMSD	0.025089065	0.029295288	0.05034452	0.074188955
AC005165.1	0.15927614	0.26116547	0.21377948	0.28260645
RFTN1P1	0.06393543	0.11281966	0.061924223	0.16038723
PRG4	0.2160491	0.26625982	0.29216427	0.3824172
FGF2	0.55496794	0.4667146	0.5300312	0.46894217
AL672167.1	0.046594296	0.08010694	0.08419819	0.0658609
