gene	stage0	stage1	stage2	stage3
VEPH1	0.12301638	0.13640001	0.071187854	0.07502181
CP	0.08415738	0.13663702	0.22657958	0.20782314
NOL4	0.0076535814	0.0077167787	0.013173196	0.019808065
LINC01937	0.09140404	0.08447181	0.14343092	0.13131754
MUC5B	0.024774982	0.03422436	0.297402	0.4319764
CHST9	0.03565835	0.14195296	0.23783374	0.17257625
RTKN2	0.27499723	0.16771859	0.15219788	0.12092368
TRIM5	0.10442287	0.13334061	0.37894893	0.047869287
ERICH3	0.087196335	0.15885022	0.20117706	0.13680838
CFAP46	0.040310428	0.038767174	0.08997397	0.20878598
GPRC5D-AS1	0.06588569	0.09736403	0.006516531	0.05288124
MUC5AC	0.076548964	0.17534962	0.25480407	0.07458616
DMBT1	0.033373363	0.18327336	0.29953143	0.13136232
LINC01170	0.028151901	0.041726887	0.22192101	0.08636543
RELN	0.039198246	0.056848507	0.08954575	0.10895592
LANCL1-AS1	0.07976171	0.11292064	0.015992846	0.08533411
DNAH11	0.10985164	0.16625534	0.20725384	0.16711105
ATP11A	0.2189245	0.24535847	0.21816175	0.16415909
ZNF385D	0.05396513	0.12112711	0.23451401	0.15013316
MACC1	0.12491796	0.26939878	0.17733243	0.15811071
AL445584.2	0.035112794	0.03897128	0.0024568348	0.31802195
TMEM164	0.112556405	0.19552785	0.09313957	0.19766884
AC083837.1	0.13259628	0.17984302	0.21524343	0.15061024
HYDIN	0.05285512	0.093692236	0.18641666	0.10940542
SFTPA2	0.27274156	0.35620773	0.2568217	0.13974617
SLC5A8	0.023409115	0.14193815	0.050059848	0.05394448
BPIFA1	0.05763692	0.06332953	0.026698917	0.4052252
CACNA1A	0.104501106	0.24694678	0.10410979	0.0962151
MYO16	0.016867377	0.117769085	0.0022758446	0.14689085
CFAP47	0.07702006	0.09026717	0.18433568	0.11536088
CUX2	0.03506131	0.10226508	0.0117035	0.079648554
AHR	0.12726675	0.14765543	0.17897992	0.26699966
PDZRN4	0.07202337	0.08480707	0.038802512	0.060116332
RAB27B	0.03987876	0.13371754	0.100905776	0.15152046
ANKFN1	0.05260844	0.091614895	0.12205882	0.088878825
ADARB2	0.054238025	0.041594498	0.16427852	0.08900727
GRM7	0.04005718	0.07574774	0.25608063	0.11084135
COL25A1	0.17344908	0.09045305	0.12955359	0.3282035
AL357507.1	0.060364313	0.076557115	0.061343037	0.39812765
TTC29	0.07407181	0.07927633	0.18611722	0.14595
CXCL10	0.08430985	0.07992079	0.11408715	0.22301905
DGKI	0.049533244	0.059748624	0.024449958	0.10714916
WDR49	0.06861362	0.1250349	0.19914131	0.14159463
DNAH7	0.06708102	0.14589785	0.30328143	0.15670298
PTGFR	0.040148888	0.11292511	0.0065269573	0.16759841
ANKRD1	0.12161104	0.0035427199	0.04205693	0.054089945
SLC39A8	0.20603505	0.16752425	0.019673295	0.0857048
GPC6	0.13404985	0.1239211	0.08172276	0.09149555
SLC4A4	0.057543766	0.17777273	0.21868773	0.15788747
SLC26A4	0.124268666	0.06076365	0.18131003	0.103365
ITGA11	0.06667853	0.036383227	0.12615964	0.064504564
CD38	0.041943856	0.13017601	0.18664344	0.10406173
COL1A1	0.055753127	0.18684474	0.18811837	0.31698334
WIF1	0.15960316	0.2328912	0.101890236	0.13291557
XKR4	0.02158373	0.07279902	0.004126217	0.1301813
AC109466.1	0.06939015	0.049018774	0.028798856	0.02214088
MIR100HG	0.07216505	0.22248204	0.1971262	0.15027457
POSTN	0.103718154	0.12072189	0.28007412	0.36298037
FGF13	0.04894729	0.034944434	0.057366338	0.08015832
PEBP4	0.09708289	0.08315692	0.047730874	0.035674643
FGF14	0.08900792	0.20538941	0.28315488	0.17792855
PAPPA2	0.03533569	0.069595896	0.12138375	0.04338614
CLIC5	0.1500172	0.27389506	0.25931174	0.20613049
SLC35F3	0.025433011	0.073070414	0.023801269	0.19892168
EGFEM1P	0.056856986	0.25897968	0.31178084	0.17364846
AC117453.1	0.013115726	0.05467321	0.0012149769	0.10851178
HMGA2	0.021257814	0.048233986	0.107671015	0.19830635
ALPL	0.09437889	0.07826831	0.08895889	0.057523914
AC130456.2	0.042743675	0.09161893	0.14277883	0.090961576
CDH6	0.03736914	0.08413271	0.025140848	0.07971574
PAPPA	0.04214738	0.03722145	0.15827937	0.08466241
CXCL9	0.04256167	0.028385887	0.21529979	0.037541565
NRG3	0.60278046	0.675648	0.7086374	0.5252929
AL138701.2	0.0067264303	0.08008606	0.013615131	0.046425056
SHROOM3	0.12682384	0.104420364	0.15883087	0.08950716
MYH11	0.13238451	0.20681658	0.131456	0.12962297
GRK3	0.08720477	0.25381255	0.24498495	0.21499838
RALYL	0.026715236	0.027511198	0.0018841663	0.12632273
MROH9	0.024889	0.056512713	0.14036077	0.04081639
ENPP1	0.18080647	0.15353385	0.050432272	0.21554679
FN1	0.17158933	0.4460673	0.29752275	0.39687383
FER1L6	0.06687562	0.08373647	0.043590397	0.10942036
KCNJ15	0.049498256	0.08017759	0.009716632	0.059559744
CYP2B7P	0.14219794	0.13291436	0.21786323	0.47441304
HS6ST3	0.0729197	0.13462725	0.029540922	0.09084509
ITGBL1	0.1586801	0.14235586	0.12256976	0.21788824
DNAAF1	0.06194854	0.069977015	0.1171574	0.1695768
STEAP4	0.09742047	0.19054341	0.13771261	0.109574765
VTCN1	0.065305226	0.05897767	0.055579014	0.1043845
ST6GALNAC5	0.14072174	0.12733634	0.03745753	0.075678885
MICAL2	0.11947362	0.15980253	0.013075113	0.15836896
ITGB6	0.08963333	0.1900165	0.12342867	0.12642819
LNC-LBCS	0.07619292	0.09503629	0.104323655	0.14719786
MYO3B	0.03968251	0.04943842	0.026265815	0.09709633
AC012574.1	0.052179024	0.035614558	0.003873733	0.038734023
AC012078.2	0.035022963	0.13010912	0.080076456	0.12570868
SCGB3A2	0.13564831	0.5037287	0.43648514	0.2401249
ANKRD28	0.14835212	0.3594885	0.23109856	0.279018
CLDN10-AS1	0.025555994	0.0040552337	0.0021783686	0.017726926
CAMK1D	0.14476831	0.20459428	0.24913026	0.1536429
ADGB	0.045650955	0.08091698	0.24456045	0.19794232
SMOC1	0.03343179	0.10074036	0.0065775076	0.07134705
CPNE4	0.0065070842	0.08324334	0.01567994	0.14341606
ERBB4	0.22495145	0.19349442	0.21912245	0.28192127
DTHD1	0.05464118	0.12864599	0.31003746	0.15428999
LINC01435	0.030781312	0.09357999	0.032458264	0.024459654
CDH4	0.02479564	0.07721493	0.044431873	0.070983164
NTN4	0.33362535	0.21638027	0.17283836	0.18865915
AC069277.1	0.023670496	0.0022383754	0.028019367	0.12072133
CFAP43	0.081664436	0.09014829	0.25534433	0.14045992
EPHA4	0.038349595	0.11464498	0.030350657	0.05752013
CCBE1	0.11101	0.09137009	0.046101917	0.07089172
AC009570.2	0.03120348	0.10601473	0.21084574	0.06835957
CNTNAP3P2	0.08081763	0.14316298	0.08982061	0.074113205
CD55	0.24976599	0.2356233	0.2371364	0.24174562
LAMA2	0.24779086	0.2565369	0.18806231	0.33683416
NFATC2	0.119214706	0.18404709	0.2536403	0.17106156
PCDH9	0.15809147	0.1625543	0.15034135	0.09802603
AC104162.1	0.09058562	0.106321976	0.21563105	0.10409386
CYP7B1	0.10059579	0.14156812	0.22090536	0.13838097
PARM1	0.12220884	0.14183055	0.0744057	0.0999342
LMO3	0.19600308	0.16487926	0.2104298	0.26079726
EFNA5	0.06946451	0.19625816	0.1792744	0.198397
GRM8	1.2883925	1.1667964	1.2169158	0.90107656
NLGN1	0.06676956	0.0911334	0.20416375	0.03221737
HOPX	0.18273644	0.1796286	0.071495935	0.11539808
AP002989.1	0.11088403	0.025525535	0.02854174	0.054704215
AL356234.2	0.09718705	0.1359253	0.07643743	0.07760681
RGS6	0.51495683	0.36970758	0.26402783	0.19116503
RASEF	0.045656968	0.17045823	0.13638301	0.09794504
ATP13A4	0.25879788	0.16289103	0.17073618	0.15014577
C8orf34	0.13904878	0.14078537	0.18372405	0.11326111
LINC02147	0.050987866	0.11583373	0.10832011	0.11435865
FTO	0.2601521	0.362086	0.33305413	0.1783642
AP003025.2	0.013227386	0.030065848	0.09899438	0.00024338946
CFTR	0.07486888	0.09855863	0.060001247	0.13827747
RARRES1	0.069644205	0.13187914	0.10113567	0.20749031
MIR646HG	0.06582061	0.056087848	0.023204217	0.3236857
SLIT3	0.06375351	0.08442463	0.12999015	0.025476862
TANC2	0.19626394	0.21365151	0.2813724	0.16633716
ADAMTS9	0.16123028	0.25761837	0.24018297	0.28433362
IGLC7	0.0744364	0.11215022	0.14238544	0.22382009
CDH20	0.031213915	0.044876993	0.10469051	0.048494246
LPIN2	0.21629632	0.21958643	0.1647835	0.19247358
AREG	0.17492819	0.28742915	0.28947252	0.42061642
HS6ST2	0.0692691	0.0671595	0.089934506	0.15265433
ATP2B4	0.7029455	0.86703986	1.0841752	0.8199365
SPAG17	0.075100385	0.17645305	0.31039506	0.20143543
SGMS2	0.069614775	0.26709294	0.18747616	0.07268625
AC025580.2	0.053393286	0.053894877	0.00063946575	0.06081273
ZFPM2-AS1	0.161462	0.18014094	0.17674628	0.26436952
LDB2	0.47318593	0.32474786	0.3831846	0.59127814
SLPI	0.16685301	0.43196264	0.5414825	0.40178028
AC010998.1	0.0679911	0.05552037	0.05567183	0.06404175
DNAH6	0.04152475	0.09446558	0.21088663	0.104877725
BTBD9	0.3334062	0.34502795	0.33508462	0.32567957
ABCA13	0.045291863	0.058697812	0.18428028	0.11839837
TENM2	0.07794358	0.11321095	0.075827375	0.1262923
COL1A2	0.057045866	0.36053538	0.4082981	0.5243358
NYAP2	0.015457731	0.094278455	0.07908037	0.040509418
NRXN1	0.16553903	0.14590374	0.1275074	0.07623632
GPR39	0.055425514	0.10433978	0.0829638	0.10064422
ECT2L	0.04942016	0.09446715	0.22296348	0.022340296
LMO7	0.29641467	0.28753638	0.21518123	0.23214369
LHFPL3-AS2	0.048642404	0.16225389	0.039223626	0.08158653
ZBBX	0.06423483	0.09870443	0.28793728	0.15087694
VWA3B	0.018315608	0.072488934	0.2203451	0.081516966
IGF2BP3	0.028748225	0.042869598	0.105802916	0.12086325
ESRRG	0.06800774	0.10306583	0.35574463	0.12161209
LAMA3	0.16258603	0.12014037	0.11025232	0.07018623
GPM6A	0.14770004	0.11479956	0.15299839	0.061351012
LINC01632	0.030979732	0.0062057683	0.0291815	0.017113738
SLC7A11-AS1	0.05549344	0.028058223	0.11904398	0.13829981
NEDD4L	0.35667846	0.3967824	0.27053267	0.3200092
AC010197.1	0.030651748	0.060972717	0.016977282	0.028405556
AC073114.1	0.033079404	0.108590275	0.12266138	0.12789614
LRRC4C	0.08688074	0.0982071	0.074692	0.055646993
AC113137.1	0.10756346	0.034608804	0.14921466	0.13272713
AC093817.2	0.009519101	0.10474967	0.10985461	0.15463063
LINC02532	0.014862329	0.008034588	0.041938666	0.046383627
COL11A1	0.068700545	0.056356728	0.052943084	0.15337095
MUC6	0.021179762	0.041484956	0.004906786	0.00594538
LUZP2	0.12885465	0.09561245	0.14246778	0.119066715
LINC01091	0.066760145	0.16285755	0.077471316	0.19701487
PLCXD3	0.79072076	0.6667011	0.77052367	0.4781763
RCAN2	0.09092853	0.22472332	0.17641447	0.106899835
MECOM	0.1427611	0.08996636	0.08180387	0.14631024
SELE	0.020666055	0.18008295	0.012789988	0.090103686
LAMB3	0.03472407	0.12727192	0.083491296	0.057058953
PCAT1	0.1973689	0.20935385	0.1947096	0.07903449
TGFB2	0.19537073	0.19485964	0.3241718	0.36546502
AC112206.2	0.15647694	0.0853004	0.04166347	0.09370018
CCDC30	0.11189999	0.08693646	0.12101696	0.11321859
IGF1	0.041488685	0.08792231	0.30118227	0.06183532
AC011287.1	0.06467509	0.08586581	0.14101332	0.14311762
HAPLN1	0.023250632	0.005313459	0.0022987162	0.0032204175
KIAA2012	0.03092488	0.10516375	0.12293335	0.09151033
ADAMTS16	0.012834725	0.0013367856	0.023072263	0.049916506
LONRF3	0.06366351	0.163059	0.21618405	0.1169083
GPRC5A	0.11774027	0.1420709	0.12328603	0.06500547
DNAH5	0.13655098	0.21577574	0.19509903	0.22797617
WT1	0.013383679	0.00058940775	4.484416e-05	0.00694635
NAPSA	0.21255377	0.44314355	0.28207555	0.21434703
AC022325.2	0.06963925	0.10269819	0.1746226	0.032134563
NCAM2	0.07332283	0.14533736	0.13361292	0.10788229
AC019211.1	0.023414707	0.057484563	0.111959234	0.12356705
DIAPH3	0.07568326	0.11107225	0.002709987	0.041086286
LINC02055	0.17923103	0.11563906	0.14719518	0.045458782
LRRC77P	0.052320953	0.0028224578	0.00476938	0.049928434
SNX30	0.11966139	0.16613175	0.093641974	0.15322097
TFPI2	0.33046693	0.2447361	0.54853135	0.4052546
CCDC190	0.03920558	0.043232962	0.10956109	0.19459596
AC092640.1	0.038940594	0.026095405	0.021276604	0.008707233
BPIFB2	0.0499748	0.050087094	0.37643102	0.051452827
SOX5	0.1213824	0.14662325	0.11353222	0.14023161
FBXO32	0.18247658	0.08928428	0.16387549	0.09944962
NKAIN2	0.030763876	0.318291	0.19244656	0.06928339
IL20RA	0.06397896	0.07668434	0.051206138	0.084286526
SORCS1	0.023524877	0.08669653	0.031388033	0.09540481
EPHB2	0.03786301	0.020174053	0.008371325	0.095464356
PID1	0.20229252	0.17759052	0.16698463	0.09766736
ADGRL3	0.15031502	0.22614053	0.26543093	0.12608981
INMT	0.0067462693	0.022351725	0.018593566	0.08079531
PCDH11X	0.55807227	0.17223425	0.15951839	0.12562717
TOX	0.14818352	0.24531877	0.2273292	0.11179737
IL1RAPL2	0.036062103	0.045287084	0.022429768	0.035208665
EMP2	0.37885118	0.48286054	0.36617476	0.2729088
GRM5	0.08286948	0.046939228	0.0007082361	0.07406644
PLA2G5	0.019190159	0.049383096	0.103841364	0.15818772
ICAM1	0.35199222	0.42944357	0.4339013	0.6101299
ACSL4	0.18825886	0.2614002	0.20452954	0.21159402
DOCK3	0.050035756	0.09275575	0.08053452	0.19133867
KCNQ3	0.07243233	0.07312872	0.06169004	0.050361935
RIPOR2	0.20926306	0.17790374	0.16149044	0.19121483
LINGO2	0.07592592	0.026192073	0.119313344	0.109426595
LINC01876	0.08638644	0.33068871	0.18421721	0.12570931
PTHLH	0.030223658	0.00011263118	0.0025908938	0.0074896296
GRIP1	0.057958554	0.086000726	0.23729846	0.085963316
BMP6	0.043817233	0.12846628	0.05982549	0.22325358
LINC02006	0.09926571	0.057123855	0.026008263	0.06221668
KRT17	0.032544676	0.072637826	0.47822958	0.15886596
AC015687.1	0.10463088	0.0706408	0.036380004	0.077093236
ELAPOR2	0.18476425	0.25588787	0.2818827	0.23287517
AC114971.1	0.08039585	0.12614413	0.054619752	0.08375488
TLL1	0.057968013	0.1279268	0.19361046	0.056356765
ITPRID1	0.16976577	0.12312699	0.35366738	0.27917773
HS3ST2	0.110933274	0.018849647	0.063351266	0.063808076
CACNA1C	0.07425936	0.13699555	0.17807958	0.12120532
STK32A	0.03413243	0.1681479	0.082306996	0.08863137
BARX2	0.028665813	0.046431966	0.20102763	0.018750597
RMST	0.19696988	0.06615251	0.041614078	0.032859012
SLC22A3	0.06271419	0.09557487	0.06407167	0.1194725
RND1	0.14255075	0.096109405	0.15864551	0.16906424
LGR5	0.18026488	0.10368542	0.13670951	0.017150098
AC044893.1	0.02201966	0.0048910924	0.0006423301	0.064879335
KCNMA1	0.11363447	0.107237026	0.19643801	0.21812804
C9orf116	0.038309447	0.031677816	0.10189981	0.06895333
TPH1	0.011655593	0.002166601	0.0024300404	0.062348712
BMPR1B	0.067830965	0.09785208	0.41090763	0.25185627
CRIM1	0.12664512	0.20581055	0.13742608	0.16654502
AC093916.1	0.028313044	0.10294754	0.024879059	0.05524013
FSTL4	0.4784755	0.374215	0.48286486	0.37220916
HHLA2	0.04362349	0.011124846	0.07734589	0.13479775
CSF2	0.008508591	0.01401298	0.0069475425	0.041158933
ACKR1	0.086439736	0.058162626	0.117746204	0.16492315
AC013652.1	0.05982747	0.11929364	0.109300435	0.18905397
UST	0.082799256	0.21777439	0.19954902	0.08491803
SAA1	0.05558717	0.08386507	0.13553092	0.1362578
MAGI3	0.26195174	0.26527205	0.21600786	0.25468913
WFDC21P	0.010785209	0.035594754	0.12802415	0.1983702
AL355499.2	0.029500954	0.06880937	0.00096817204	0.028550865
CSRP3-AS1	0.05294234	0.047466546	0.14750914	0.09341893
SUGCT	0.05424766	0.08686609	0.16542411	0.15406857
CHIA	0.026314342	0.00040012607	0.001564525	0.019296769
FABP4	0.03323575	0.12180251	0.047001354	0.109743364
ARMC4	0.04848375	0.051985703	0.21525823	0.1692705
CFAP70	0.11807618	0.09128708	0.12695083	0.09315874
AC078923.1	0.4391966	0.7148538	0.60264814	0.45908263
UNC5D	0.04130354	0.07633137	0.0067982385	0.17493653
UGP2	0.18419148	0.21157736	0.27364084	0.18077548
DCC	0.076543085	0.08918302	0.12897968	0.03535124
NR3C2	0.26997414	0.323704	0.33993778	0.21813236
EPB41L3	0.1516394	0.28362927	0.09181217	0.097099334
AC084816.1	0.05357912	0.0382903	0.007336737	0.0582403
CD36	0.18045679	0.15516883	0.06685055	0.12179058
RBPJ	0.28303233	0.41379365	0.343803	0.27876702
HMCN1	0.10041977	0.30805105	0.15984572	0.23365857
TWIST2	0.028392773	0.036292516	0.001110153	0.0096529685
LINC01088	0.14975588	0.091825046	0.24077298	0.1682184
AFF3	0.8585769	1.0192906	0.9770787	0.85028523
LINC01290	0.17821796	0.21271199	0.052303754	0.036656916
CROCC2	0.021790478	0.03808973	0.15612242	0.067361474
HDAC9	0.104205035	0.18345827	0.11060608	0.14821878
SCN3A	0.04077364	0.026019912	0.14665158	0.08349919
PELI1	0.18935327	0.3040047	0.21109703	0.16894811
LSAMP	0.31877565	0.3078535	0.23015282	0.32815468
KCNE1	0.11012418	0.087145366	0.06423322	0.20420419
TM4SF4	0.0029161104	0.00048219596	0.00029227138	0.046477403
KIRREL3	0.024249107	0.058739483	0.011487051	0.039475422
ATP12A	0.006732534	0.0034893835	0.023447575	0.13149142
CFAP251	0.10972152	0.029216632	0.28887117	0.10843977
TNIK	0.13977087	0.1819083	0.13269112	0.11481082
CHSY3	0.13292299	0.13633561	0.15246513	0.18500708
SLC5A5	0.03934461	0.024966234	0.0148749575	0.11540488
MIR31HG	0.059805274	0.120103024	0.021388786	0.32137567
NRXN3	0.15305963	0.19222274	0.18130083	0.10541928
MTHFD2L	0.08583334	0.15376824	0.15471506	0.18263243
RANBP17	0.15069439	0.24895446	0.16147858	0.20847198
AC136431.1	0.034213323	0.07385823	0.013704325	0.07892959
AC093912.1	0.08295388	0.06633552	0.009164033	0.07616772
FGF7	0.036625154	0.10008612	0.27048331	0.1253636
ESM1	0.0932888	0.13585646	0.10170668	0.2933918
SERPINB11	0.065802954	0.03130235	0.07044291	0.080504715
GREM1	0.014793456	0.00041764625	0.0025351632	0.04045422
PTGS2	0.11065765	0.15218672	0.1534505	0.15483947
SERPINI2	0.035069223	0.06373127	0.1569671	0.18556364
ADAM12	0.11410873	0.187481	0.08019382	0.18354267
FMO5	0.14516532	0.047066905	0.13139339	0.123203605
NREP	0.13620241	0.29679054	0.31269395	0.30585378
MMP10	0.09301371	0.09487073	0.03132676	0.10071463
ATP8A2	0.03198005	0.070730135	0.0052685174	0.15394868
ADAMTS6	0.18545732	0.269615	0.21119255	0.24516426
COL3A1	0.0458344	0.3013199	0.33512834	0.5432258
TACC2	0.25913078	0.2189835	0.1941355	0.2246521
SORCS2	0.032108095	0.033847123	0.05866693	0.063658215
C4BPB	0.08204842	0.081731685	0.036045264	0.03530155
SPATA17	0.07123861	0.1277731	0.27319515	0.09537046
GLCCI1	0.124387585	0.19828463	0.14722443	0.14018488
DRAIC	0.028890071	0.033106405	0.24890986	0.047982357
FREM2	0.08029862	0.1356674	0.02336328	0.08643043
BICDL1	0.08565052	0.071356416	0.0	0.13267331
COL4A3	0.17659642	0.15516344	0.18012178	0.12647426
AC093865.1	0.066580646	0.06584535	0.20096351	0.14947121
CCL19	0.03763774	0.040139314	0.09034996	0.009484516
C8orf37-AS1	0.06823492	0.13405469	0.15886728	0.09980491
THRB-AS1	0.2099747	0.14492518	0.1718295	0.24806279
EDN2	0.023354335	0.010614385	0.014091586	0.014311146
FANK1	0.05878327	0.069001034	0.15560302	0.25216243
ROR1	0.15326977	0.17115995	0.06915309	0.06448483
CACNA2D2	0.07845765	0.0838835	0.037318725	0.07230868
DCLK1	0.061632514	0.11455516	0.10222122	0.12244009
EGLN3	0.039032787	0.057514627	0.19617447	0.025141738
RIMS2	0.06976338	0.13012668	0.03725323	0.19493659
AC087633.2	0.08158839	0.058402818	0.15328334	0.04875321
PIP5K1B	0.2144271	0.27706468	0.20437475	0.17292681
MLLT3	0.12343099	0.24936417	0.15103938	0.0691479
ACMSD	0.035894126	0.0049181855	0.0148476465	0.05329866
AC005165.1	0.029311793	0.039975967	0.026584193	0.09731607
RFTN1P1	0.058006074	0.031210346	0.008888191	0.10264793
