gene	stage0	stage1	stage2	stage3
FER1L6	0.006732677	0.010671473	0.028846515	0.021741124
KCNJ15	0.034892827	0.26855823	0.0045175813	0.117129594
CYP2B7P	0.14266531	0.2011171	0.083380386	0.3071257
HS6ST3	0.056857478	0.5459027	0.016320499	0.20064394
ITGBL1	0.37464255	0.2976779	0.5310992	0.38429716
DNAAF1	0.03987885	0.12276625	0.07749476	0.15040107
STEAP4	0.1350983	0.086232245	0.1223683	0.19381964
VTCN1	0.011860773	0.014235839	0.0	0.16533406
ST6GALNAC5	0.27737305	0.14846693	0.101765916	0.049755037
MICAL2	0.6857631	0.5573688	0.5394655	0.53751665
ITGB6	0.044559844	0.21346785	0.083525166	0.22084203
LNC-LBCS	0.0041388995	0.20933788	0.10077917	0.1835177
MYO3B	0.061115835	0.38355651	0.012004175	0.04567789
AC012574.1	0.05949098	0.010887318	0.0020870273	0.0056904857
AC012078.2	0.012319088	0.0029740746	0.0055046785	0.21001078
SCGB3A2	0.07776492	0.5304771	0.10543488	0.18983255
ANKRD28	0.25702006	0.42744648	0.21528517	0.29810238
CLDN10-AS1	1.2359915	1.7643619	1.2309636	1.4031658
CAMK1D	0.10770568	0.2887505	0.1488677	0.24641365
ADGB	0.021743093	0.12422501	0.056376886	0.25375605
SMOC1	0.9616701	1.522296	1.3681508	0.8458351
CPNE4	0.09976944	0.45715058	0.14284192	0.21254764
ERBB4	0.24775326	0.5002652	0.18024848	0.3566429
DTHD1	0.057766326	0.09612027	0.15447743	0.16073044
LINC01435	0.041513864	0.0125519475	0.14042027	0.053004816
CDH4	0.037394237	0.011298233	0.0	0.007628386
NTN4	0.13160892	0.16888916	0.27046964	0.17745778
AC069277.1	0.045131724	0.043893714	0.17857143	0.012762756
CFAP43	0.15285744	0.11551543	0.078798845	0.24789788
EPHA4	0.116061285	0.26808575	0.09226765	0.05779003
CCBE1	0.11641227	0.18977664	0.1695285	0.17895511
AC009570.2	0.56005716	0.6833028	0.437633	0.6056889
CNTNAP3P2	0.38170052	0.7278867	0.6099035	0.46257946
CD55	0.27733022	0.46923515	0.19188333	0.20198375
LAMA2	0.1308563	0.14137559	0.23895358	0.245199
NFATC2	0.34669507	0.540529	0.3872204	0.43922064
PCDH9	0.22507331	0.36956272	0.23589358	0.11218127
AC104162.1	0.03119964	0.24730821	0.13133699	0.23042953
CYP7B1	0.09278583	0.20401518	0.054604787	0.16431819
PARM1	0.11867336	0.23442967	0.03503167	0.111730345
LMO3	0.2769307	0.35100994	0.13607684	0.21120434
EFNA5	1.2958758	1.4427768	1.4741243	1.2834879
GRM8	0.097711354	0.0	0.0	0.030706953
NLGN1	0.078997314	0.28278232	0.16330205	0.076218836
HOPX	0.12635984	0.037125695	0.0	0.15052523
AP002989.1	0.036110856	0.19897102	0.012735737	0.104586884
AL356234.2	0.058320004	0.025292054	0.030674819	0.0022717584
RGS6	0.0207216	0.0850474	0.0	0.059988532
RASEF	0.10030909	0.23303868	0.02204056	0.19019145
ATP13A4	0.34205338	0.3186016	0.060009055	0.12302395
C8orf34	0.096098095	0.21911514	0.08161952	0.23323159
LINC02147	2.6635802	3.3615732	3.177126	2.8316195
FTO	0.3659721	0.30375195	0.3992321	0.28964922
AP003025.2	0.0058469125	0.0	0.0	0.0
CFTR	0.039940283	0.24166131	0.05712021	0.2124645
RARRES1	0.11704385	0.22198151	0.14356294	0.281269
MIR646HG	0.1411811	0.26310435	0.2208846	0.1432258
SLIT3	0.16624647	0.072342746	0.20989232	0.1469786
TANC2	0.5311137	0.6508669	0.55874896	0.6160271
ADAMTS9	1.2947662	1.2867934	1.2543875	1.1906909
IGLC7	0.17747755	0.10043272	0.22175242	0.14767417
CDH20	0.057759535	0.23728353	0.01884757	0.102776974
LPIN2	0.3099316	0.21203464	0.0	0.2320678
AREG	0.068037726	0.35480332	0.13981606	0.32308593
HS6ST2	0.006037075	0.21846057	0.0053229234	0.1998585
ATP2B4	0.33917728	0.5907454	0.24588455	0.36457592
SPAG17	0.1069715	0.3761617	0.12574346	0.37859958
SGMS2	0.22082284	0.25254974	0.17130974	0.23929556
AC025580.2	0.07639579	0.22941281	0.16005881	0.13060258
ZFPM2-AS1	0.47037578	0.6629166	0.8299871	0.7764048
LDB2	1.0880743	1.075872	1.2873505	1.035513
SLPI	0.17542195	0.3629379	0.15311395	0.482872
AC010998.1	0.07277505	0.14817873	0.025159422	0.042138945
DNAH6	0.09674075	0.28038982	0.07828671	0.32315385
BTBD9	0.35703585	0.24962802	0.2719535	0.26340485
ABCA13	0.048024308	0.13151518	0.0065633887	0.2662805
TENM2	0.079324774	0.2347691	0.24182269	0.0010710553
COL1A2	0.07773119	0.3448905	0.28500107	0.5499788
NYAP2	0.14556308	0.00018033467	0.0549907	0.0
NRXN1	0.043131854	0.16025889	0.063997	0.1261919
GPR39	0.07110052	0.5245538	0.038994957	0.11493796
ECT2L	0.07724093	0.057596583	0.078103885	0.17683092
LMO7	0.24510834	0.28047922	0.07888477	0.16968846
LHFPL3-AS2	0.086395025	0.109683484	0.11272093	0.09134313
ZBBX	0.029192824	0.07568852	0.0	0.1185222
VWA3B	0.062336203	0.25599256	0.08258276	0.19212146
IGF2BP3	0.6857905	1.1652963	0.8368245	0.5534118
ESRRG	0.07161431	0.23330462	0.019301431	0.1355096
LAMA3	0.24495153	0.1572273	0.14977035	0.13782565
GPM6A	2.3994026	2.3440418	2.7974534	2.2573235
LINC01632	0.017873786	0.063212134	0.0	0.1008441
SLC7A11-AS1	0.035520088	0.043630946	0.004080282	0.026292749
NEDD4L	0.18094406	0.12309799	0.15547661	0.15982848
AC010197.1	0.12601641	0.06864509	0.0	0.06032054
AC073114.1	0.458059	0.34788445	0.31961867	0.42607892
LRRC4C	0.16616668	0.19411778	0.2368186	0.070932195
AC113137.1	0.027777802	0.022090217	0.040888343	0.17460229
AC093817.2	0.027929466	0.2782779	0.2025397	0.12151123
LINC02532	0.002642008	0.0	0.18043914	0.0064026345
COL11A1	0.129021	0.026956404	0.5353145	0.08699954
MUC6	1.1921339	1.3382119	1.3070289	1.1581941
LUZP2	0.10109183	0.33050445	0.27257428	0.13881528
LINC01091	0.186637	0.2911023	0.1971177	0.31702024
PLCXD3	0.081288286	0.073489815	0.04673453	0.084963344
RCAN2	0.09468698	0.33502153	0.07605573	0.21804263
MECOM	0.16014963	0.07580983	0.05224798	0.19268811
SELE	0.103761755	0.22662066	0.091039486	0.07500816
LAMB3	0.00398814	0.0	0.0	0.08417719
PCAT1	0.1935456	0.3661066	0.14291961	0.107584596
TGFB2	0.984711	0.97037345	1.1742762	1.2443658
AC112206.2	0.17337924	0.043785766	0.20695715	0.05241907
CCDC30	0.05284623	0.16248482	0.11617056	0.11615136
IGF1	0.89121985	1.3402475	1.0433223	0.83889097
AC011287.1	0.28058693	0.32709423	0.4090875	0.45440623
HAPLN1	0.0012740319	0.016880395	0.010911488	0.10695043
KIAA2012	0.089076005	0.3687843	0.0066743093	0.15265878
ADAMTS16	0.0009791994	0.0028610912	0.17986824	0.11762723
LONRF3	0.07932003	0.3201097	0.15266018	0.08507997
GPRC5A	0.14671107	0.28974143	0.04659736	0.1311746
DNAH5	0.08710562	0.29472697	0.06264998	0.2616656
WT1	0.012291579	0.003980884	0.18505014	0.08250118
NAPSA	0.10480729	0.5909682	0.1979902	0.14714158
AC022325.2	0.10008843	0.057925258	0.054047883	0.06594005
NCAM2	0.16874084	0.28051636	0.19402732	0.2358165
AC019211.1	0.01519756	0.2342587	0.007429324	0.17156246
DIAPH3	0.1057987	0.19217335	0.1010121	0.22789253
LINC02055	0.04998442	0.2276992	0.0047920356	0.14792222
LRRC77P	0.07827915	0.21875031	0.01317127	0.13685647
SNX30	0.04583077	0.16046815	0.066240184	0.17085293
TFPI2	0.077914275	0.01928622	0.019443076	0.010282762
CCDC190	0.23761062	0.27349722	0.27653322	0.3213002
AC092640.1	0.063450985	0.20662111	0.0	0.07294683
BPIFB2	0.00053930917	0.0	0.0016595358	0.0035998488
SOX5	0.16534531	0.21627313	0.14060351	0.34880278
FBXO32	0.12623014	0.14986767	0.01170188	0.29962826
NKAIN2	0.1345621	0.23797089	0.33620596	0.17043455
IL20RA	0.11909294	0.07379149	0.0	0.12827371
SORCS1	0.047579676	0.007998604	0.003088548	0.20195657
EPHB2	0.11786708	0.035876397	0.15862986	0.29891372
PID1	0.14896631	0.3928871	0.089756235	0.12786557
ADGRL3	0.2428913	0.19118732	0.0	0.11561615
INMT	0.051782187	0.013087065	0.008099279	0.019397348
PCDH11X	0.072992325	0.037092987	0.16472629	0.16312714
TOX	0.11941381	0.30276868	0.032739136	0.13079642
IL1RAPL2	0.09129038	0.18844955	0.04174458	0.15166405
EMP2	0.29435405	0.25097087	0.16578884	0.17572333
GRM5	0.04194615	0.03839906	0.12649782	0.18535948
PLA2G5	0.0039465567	0.19415139	0.04292298	0.19259614
ICAM1	0.11545378	0.10670183	0.0	0.05288414
ACSL4	0.1824644	0.37165692	0.15350413	0.28016225
DOCK3	0.04125292	0.4976348	0.013081832	0.10170381
KCNQ3	0.099946685	0.06369002	0.20530745	0.13899486
RIPOR2	0.18795027	0.1597166	0.03935724	0.29936644
LINGO2	0.064100094	0.18447614	0.02182831	0.11117667
LINC01876	0.09553043	0.15964751	0.22218107	0.3211483
PTHLH	0.0143198455	0.0060725636	0.0070736865	0.11842682
GRIP1	0.10687038	0.26558867	0.037170637	0.27328932
BMP6	0.060954005	0.26837718	0.23340265	0.2974466
LINC02006	0.16803846	0.058788765	0.27326718	0.013016178
KRT17	0.00956602	0.011582959	0.09707516	0.34064108
AC015687.1	0.09562633	0.17136975	0.02689074	0.15889397
ELAPOR2	0.4434872	0.35781968	0.43603683	0.2961607
AC114971.1	0.024758693	0.1662289	0.0	0.07368921
TLL1	1.5538113	1.2568929	2.307625	1.6021739
ITPRID1	0.41595387	0.60305065	0.5698791	0.5217898
HS3ST2	0.98425263	0.8120565	1.0340602	0.72635823
CACNA1C	0.16198611	0.2249823	0.14143382	0.1441997
STK32A	0.03499947	0.30195737	0.10094465	0.13587303
BARX2	0.0007736009	0.014477932	0.004103641	0.15507989
RMST	0.17463125	0.05217452	0.007094783	0.062197633
SLC22A3	0.19514455	0.24882825	0.034164198	0.13936962
RND1	0.00081556535	0.0015334222	0.21989627	0.0020952253
LGR5	0.06245286	0.2937148	0.08225335	0.06814867
AC044893.1	0.01350481	0.07468619	0.0029319015	0.018130768
KCNMA1	0.15127514	0.55564666	0.17528638	0.31616294
C9orf116	0.008282151	0.007994493	0.0010875216	0.050817426
TPH1	0.0012124031	0.01063763	0.018113663	0.0053890087
BMPR1B	0.124431014	0.5393777	0.114659354	0.34332266
CRIM1	0.47826675	0.33607748	0.57013166	0.37768805
AC093916.1	0.00010876626	0.12074808	0.16714847	0.0
FSTL4	0.13028038	0.0053352253	0.17748626	0.006993821
HHLA2	0.005559503	0.10495003	0.02292621	0.15640473
CSF2	0.0032702172	0.0058852416	0.0073393285	0.011096294
ACKR1	0.08077251	0.02425281	0.057347924	0.037772212
AC013652.1	0.15577091	0.15848091	0.080483004	0.3699685
UST	0.14069241	0.2385186	0.11350812	0.28665933
SAA1	0.041190516	0.044813003	0.04659323	0.2826421
MAGI3	0.35606498	0.38460234	0.25950935	0.21358818
WFDC21P	0.0083024185	0.001569372	0.023348926	0.1113287
AL355499.2	0.097678825	0.0	0.0	0.0009234184
CSRP3-AS1	0.050749857	0.14623861	0.06869957	0.20550288
SUGCT	0.17449376	0.25315902	0.28903604	0.39976543
CHIA	0.05454567	0.010724425	0.0003125637	0.0037170716
FABP4	0.50284827	0.71046895	0.91000944	0.74949366
ARMC4	0.05269058	0.1489071	0.22386156	0.20376948
CFAP70	0.08199578	0.038522977	0.061875727	0.22571442
AC078923.1	0.003954091	0.32417718	0.19221784	0.09207392
UNC5D	0.013660468	0.0013579391	0.0	0.0
UGP2	0.6206021	0.56700504	0.90687335	0.67281187
DCC	0.09145754	0.16011718	0.11195727	0.1151208
NR3C2	0.22331226	0.34433421	0.26970044	0.23345299
EPB41L3	0.32501107	0.3474219	0.26438278	0.31530273
AC084816.1	0.015588482	0.03119005	0.22055075	0.1303381
CD36	2.0011246	2.018184	2.1974392	1.6119479
RBPJ	0.33430007	0.36278772	0.26946887	0.36285296
HMCN1	0.19034864	0.5083253	0.11255969	0.4602158
TWIST2	0.061688647	0.0007502362	0.15066229	0.05143585
LINC01088	0.16766022	0.26260242	0.3177105	0.16570038
AFF3	0.13758022	0.038846787	0.1611963	0.05864873
LINC01290	0.28842717	0.14238732	0.16386397	0.035597254
CROCC2	0.028661478	0.38538256	0.07631536	0.1453012
HDAC9	0.16670619	0.30660427	0.2055169	0.19168526
SCN3A	2.7419312	2.3477876	2.2849896	2.8968697
PELI1	0.2438856	0.29484868	0.2113986	0.1885178
LSAMP	0.32949612	0.2788671	0.20457295	0.34744546
KCNE1	0.20482849	0.032713152	0.0	0.12144614
TM4SF4	0.00017975002	0.0041196644	0.0	0.004113268
KIRREL3	0.097661205	0.034401793	0.019233694	0.030492611
ATP12A	0.027340502	0.031051584	0.0317258	0.18041375
CFAP251	0.09902519	0.51527786	0.24796279	0.19004801
TNIK	0.26027417	0.28579327	0.17580147	0.31534678
CHSY3	0.8440622	0.72709465	0.9419046	0.73768204
SLC5A5	0.0252437	0.03496303	0.0061646826	0.06277526
MIR31HG	0.05492819	0.18329068	0.010632192	0.41776064
NRXN3	0.66308117	0.71385413	0.7485494	0.52359295
MTHFD2L	0.10610942	0.36027744	0.19125165	0.19704325
RANBP17	0.10716451	0.16900103	0.06663611	0.11601367
AC136431.1	0.031089218	0.65051425	0.06433938	0.1292067
AC093912.1	0.5251683	1.5185853	1.2443188	0.5800137
FGF7	0.057002828	0.10885052	0.10288278	0.17945987
ESM1	0.0077021574	0.16896749	0.17857143	0.14547798
SERPINB11	0.00691348	0.0010651656	0.0	0.018498177
GREM1	0.0033774015	0.0	0.0	0.14273633
PTGS2	0.013307054	0.18865603	0.26003277	0.17398718
SERPINI2	0.1732114	0.3342516	0.13441753	0.3021971
ADAM12	0.21125068	0.15964796	0.26790318	0.22955726
FMO5	0.13709669	0.0656097	0.21916358	0.19633827
NREP	0.21215475	0.29134372	0.15783072	0.20057014
MMP10	0.25872913	0.34882817	0.1869984	0.33953774
ATP8A2	0.08734437	0.18750922	0.15457308	0.1221603
ADAMTS6	0.040231187	0.3235822	0.5720515	0.334625
COL3A1	0.4380057	0.64461756	0.47066626	0.8129768
TACC2	0.18423145	0.10250795	0.0721285	0.19606306
SORCS2	0.05248566	0.27826276	0.0	0.22599116
C4BPB	0.001134128	0.0	0.0	0.0028298153
SPATA17	0.00077697454	0.204682	0.074247815	0.25577095
GLCCI1	0.20832545	0.34371695	0.20500779	0.1532368
DRAIC	0.049357835	0.0016751238	0.106608875	0.24810733
FREM2	0.18657915	0.27990216	0.04427559	0.059485704
BICDL1	0.07261993	0.11227965	0.0	0.09702625
COL4A3	0.1218792	0.37674144	0.11291349	0.08227888
AC093865.1	0.07733324	0.20343053	0.05682352	0.19897656
CCL19	0.02240294	0.0023801876	0.004372238	0.017623954
C8orf37-AS1	0.03265733	0.16674574	0.14651987	0.11646005
THRB-AS1	0.0018420814	0.21207495	0.24748838	0.09053251
EDN2	0.0320488	0.035425402	0.024393547	0.024163464
FANK1	0.06897051	0.19557273	0.20263676	0.19345973
ROR1	0.23340675	0.42804417	0.23273286	0.2534988
CACNA2D2	0.029283654	0.0	0.0	0.07043836
DCLK1	0.109874815	0.3863945	0.07352837	0.23743601
EGLN3	0.13869838	0.15160741	0.2730508	0.19866256
RIMS2	0.028326342	0.25104263	0.048314672	0.3468463
AC087633.2	0.7949325	0.52403903	0.3616945	0.5530774
PIP5K1B	0.10879236	0.13863595	0.0	0.12839507
MLLT3	0.2423114	0.4034504	0.12075553	0.19184332
ACMSD	0.0	0.0	0.0	0.0027844633
AC005165.1	0.066279344	0.24778372	0.102565125	0.017318321
RFTN1P1	0.07800245	0.2567993	0.14118472	0.2049336
PRG4	0.021280698	0.11702616	0.10258214	0.043359295
FGF2	0.042829923	0.1133656	0.04431797	0.14717403
AL672167.1	0.0029729898	0.0	0.0	0.005747957
KCTD8	0.11299057	0.21072054	0.035508163	0.13471644
