gene	stage0	stage1	stage2	stage3
FRMD5	0.07041301	0.4548026	0.061853617	0.25850087
AC046195.1	0.09384329	0.21684083	0.09061672	0.090034716
TMEM232	0.15511842	0.22782084	0.20160517	0.23958838
CCL21	0.065288514	0.20597619	0.18683389	0.14153747
IGHD	0.11964895	0.27385888	0.17195372	0.15781364
PRB4	0.076354116	0.90416145	0.53195846	0.08816679
ACOXL	0.19959988	0.19788869	0.08383222	0.11091005
DKK2	0.15889452	0.44252497	0.08681075	0.3703041
LRRTM4	0.10581138	0.1819791	0.07054115	0.08527982
SFTPB	0.13612276	0.10713927	0.225686	0.15151931
KCNIP4	0.32833597	0.20167014	0.2003769	0.37235883
CEMIP	0.19668628	0.26274544	0.07932998	0.22100323
LINC02388	0.16399096	0.22928996	0.1075154	0.3194761
P3H2	0.14500925	0.21133535	0.08610903	0.14254598
NEAT1	0.28293616	0.13608465	0.24038942	0.15837708
PGC	0.09408259	0.06786398	0.143379	0.19373748
SYT14	0.05002022	0.18193991	0.076052606	0.18481721
ZPLD1	0.065132245	0.061129734	0.039792474	0.12869366
CMAHP	0.3319725	0.30545846	0.37916937	0.30950803
LINC01811	0.1200158	0.09539648	0.05800702	0.035747573
ITGA2	0.20935151	0.43628657	0.3791979	0.48119375
COL8A1	0.19334565	0.2181106	0.3159883	0.25161108
TTN	0.24904184	0.18793742	0.11943849	0.1735821
SPAG16	0.1506464	0.284097	0.21107315	0.26283094
CDHR3	0.10088896	0.26156276	0.16010135	0.20212603
CPM	0.17025386	0.32011303	0.12898237	0.23612808
PACRG	0.111420624	0.26324674	0.09760789	0.23373891
LYZ	0.15152249	0.35767666	0.36456457	0.19139543
ANK3	0.10332483	0.10119698	0.12291405	0.10101101
ABCA3	0.19242805	0.106925614	0.12710845	0.1108866
ADAMTSL1	0.41037083	0.45309234	0.334448	0.5437434
DCDC1	0.122215934	0.23348467	0.18521257	0.22504684
CDC20B	0.08917073	0.119971834	0.08908908	0.08190669
KIF26B	0.11590494	0.24808648	0.17753714	0.374031
LINC02889	0.12423882	0.38190374	0.094087645	0.21677038
GDF15	0.051754277	0.16569996	0.115204446	0.16051492
MEGF9	0.18207163	0.19589141	0.15637144	0.21537928
ACTG2	0.0066263047	0.25994766	0.23442636	0.19337603
KHDRBS2	0.23144653	0.4813071	0.083633356	0.21828896
PRB3	0.027754057	0.7095212	0.5303744	0.05500798
SFTPA1	0.2583066	0.29604205	0.16280858	0.20992821
MIR924HG	0.07640256	0.3094104	0.11869469	0.22716196
AC007368.1	0.05793914	0.09110893	0.06649969	0.18938437
PDE4D	0.25186822	0.108415194	0.28720483	0.16193049
LINC01705	0.040529866	0.10884529	0.10031957	0.07480287
CFAP54	0.12966286	0.3034739	0.13505049	0.26786098
TIMP3	0.7542304	0.6734156	0.61341083	0.61011004
DNAH3	0.057759278	0.13324142	0.1466848	0.16986853
SNX25	0.22813448	0.23231316	0.11846269	0.20706917
ROBO2	0.15475823	0.2011382	0.21445121	0.24349993
SLC6A14	0.14653851	0.10918854	0.1075019	0.16306536
VSIG1	0.009673151	0.06562996	0.018619597	0.07569651
ALOX15B	0.07281987	0.023700561	0.04002361	0.079980254
KAZN	0.18224122	0.28850132	0.110139444	0.29333287
STAP1	0.099753186	0.21710828	0.1440466	0.13225979
KCND2	0.1045441	0.25646648	0.017301776	0.28287977
LINC00578	0.06045121	0.4731756	0.16815893	0.38274622
CR2	0.04065218	0.04420597	0.060169455	0.025414577
AC027288.3	0.17300828	0.15164435	0.09971731	0.08533328
ITGB8	0.079753146	0.40344888	0.114023015	0.4369713
SGPP2	0.08114163	0.12727158	0.04300377	0.15588178
STK33	0.12847126	0.33180577	0.14969456	0.31446022
AC009133.1	0.057310488	0.06676594	0.042705446	0.12062181
CASC15	0.15494333	0.64079285	0.26289582	0.43805897
LAMC2	0.062416654	0.07337206	0.10181173	0.12131084
CADM1	0.16473775	0.20250931	0.12219844	0.16269788
HHIP	0.26586887	0.112114884	0.052268613	0.0949774
EYA4	0.069629155	0.28648353	0.1343532	0.18810812
LMNTD1	0.08712608	0.089250684	0.068231516	0.16275527
SLC30A8	0.04833187	0.0651565	0.055245824	0.065109
FAM155A	1.1765562	0.5059115	1.2054733	0.7963417
VEPH1	0.2301561	0.27014747	0.08724891	0.13428718
CP	0.08972947	0.21613571	0.24289805	0.2637313
NOL4	0.04220461	0.065032445	0.15032318	0.10212162
LINC01937	0.08520668	0.1408083	0.023764715	0.11041847
MUC5B	0.16777225	0.20112689	0.19791555	0.36934212
CHST9	0.087590486	0.29363593	0.12534131	0.18714991
RTKN2	0.41662425	0.37439647	0.21730857	0.10762935
TRIM5	0.8952636	0.48379618	1.1239573	1.0073421
ERICH3	0.08677481	0.27658802	0.0859483	0.15493715
CFAP46	0.051288966	0.14351042	0.021194512	0.14781211
GPRC5D-AS1	0.14722937	0.26310384	0.14967878	0.2128664
MUC5AC	0.033186976	0.19163425	0.23668568	0.18405852
DMBT1	0.0602662	0.18835369	0.15233059	0.1567539
LINC01170	0.060766254	0.18634877	0.03452752	0.19672123
RELN	0.045169275	0.46213722	0.26312882	0.22291365
LANCL1-AS1	0.13462074	0.09679083	0.03381753	0.07490677
DNAH11	0.115056925	0.29387486	0.19001631	0.26355144
ATP11A	0.25277442	0.41111094	0.15272115	0.23096234
ZNF385D	1.123933	0.97052956	1.6382252	1.563185
MACC1	0.17581902	0.3276447	0.103581645	0.26763287
AL445584.2	0.07559338	0.14522754	0.08919677	0.24893442
TMEM164	0.22990109	0.33764434	0.16299064	0.25589392
AC083837.1	0.19193733	0.25649133	0.1397467	0.25723773
HYDIN	0.06484339	0.11821665	0.10609082	0.2014319
SFTPA2	0.2552363	0.19910163	0.16202828	0.17857373
SLC5A8	0.028847441	0.060041092	0.08760726	0.09620382
BPIFA1	0.026668238	0.23116668	0.083133034	0.29052335
CACNA1A	0.080015115	0.20883833	0.083672665	0.1547853
MYO16	0.050920382	0.2725127	0.19460563	0.17267254
CFAP47	0.10559297	0.24575427	0.04881472	0.21023805
CUX2	0.06433865	0.15076777	0.146383	0.22074372
AHR	0.2596434	0.3993428	0.14481199	0.3415139
PDZRN4	0.63835573	0.38352904	0.44318837	0.3064615
RAB27B	0.069826186	0.27441233	0.07066469	0.20143506
ANKFN1	0.072567575	0.25140026	0.08732161	0.22200333
ADARB2	0.06557854	0.10908591	0.060711417	0.08609184
GRM7	0.044407997	0.19100554	0.09776404	0.21821855
COL25A1	0.06141102	0.3901933	0.011790035	0.325027
AL357507.1	0.16081463	0.43530846	0.43181083	0.25805897
TTC29	0.07596266	0.2031514	0.10381645	0.11942905
CXCL10	0.22569358	0.11516569	0.31104386	0.20244867
DGKI	0.056636855	0.32535994	0.06614515	0.32626498
WDR49	0.118200965	0.23379573	0.08387044	0.32314298
DNAH7	0.11406435	0.23865946	0.18269661	0.20781204
PTGFR	0.09576028	0.20847872	0.124920085	0.12210633
ANKRD1	0.19635278	0.067666925	0.15731752	0.10141157
SLC39A8	0.32272354	0.1859076	0.14626572	0.14553298
GPC6	0.13916522	0.36497596	0.14652264	0.42680404
SLC4A4	0.12105301	0.31473908	0.13703445	0.28287137
SLC26A4	0.05022339	0.16899207	0.099763274	0.116957724
ITGA11	0.04441743	0.11648232	0.090101674	0.20540765
CD38	0.05555832	0.11582422	0.05852534	0.14911789
COL1A1	0.057245042	0.3330573	0.19473289	0.58176935
WIF1	0.17034952	0.31992283	0.078232914	0.15542762
XKR4	0.0331594	0.11322177	0.05797928	0.11084675
AC109466.1	0.08026686	0.17413005	0.032549348	0.12040284
MIR100HG	0.122820176	0.40979716	0.27325657	0.2916155
POSTN	1.0384231	0.79195595	1.5084568	1.2739996
FGF13	0.12858836	0.31127778	0.26756006	0.32201153
PEBP4	0.15885775	0.11897863	0.039037578	0.113981724
FGF14	0.22286011	0.42078808	0.1443838	0.32993543
PAPPA2	0.049934592	0.1096258	0.15096182	0.10594897
CLIC5	0.122320786	0.29526725	0.09199521	0.12893653
SLC35F3	0.04790962	0.23338847	0.052314132	0.19541818
EGFEM1P	0.067496285	0.31710142	0.09517543	0.22795928
AC117453.1	0.062680975	0.29785848	0.15805903	0.118021205
HMGA2	0.055359036	0.14588535	0.07355056	0.19228041
ALPL	0.15397972	0.13520868	0.16981411	0.14346866
AC130456.2	0.0716883	0.1601144	0.07047594	0.1576197
CDH6	0.04169587	0.12919399	0.04967628	0.17472714
PAPPA	0.058853276	0.16944687	0.07085859	0.19775993
CXCL9	0.08469397	0.08826098	0.056153286	0.054739255
NRG3	0.6808849	0.5550333	0.47725523	0.36794412
AL138701.2	0.053046227	0.0773822	0.037145022	0.0980209
SHROOM3	0.12943335	0.24826254	0.11501173	0.18193737
MYH11	0.32208243	0.3877724	0.35109454	0.35288143
GRK3	0.17403708	0.3012719	0.28969035	0.27562958
RALYL	0.06919032	0.1340653	0.08981641	0.13527338
MROH9	0.058007237	0.14848086	0.051241674	0.14729953
ENPP1	0.074424244	0.19659898	0.070745155	0.105319455
FN1	0.22499904	0.4344111	0.35156798	0.41509312
FER1L6	0.02549885	0.22037095	0.029283095	0.09443194
KCNJ15	0.09396086	0.23825684	0.03820729	0.15151098
CYP2B7P	0.2003011	0.36892915	0.16420868	0.2758103
HS6ST3	0.03449007	0.15148923	0.21010211	0.12625602
ITGBL1	0.06704122	0.24967673	0.17055365	0.38035774
DNAAF1	0.077490844	0.16993357	0.09646905	0.103450604
STEAP4	0.18015172	0.24979278	0.14582795	0.20417404
VTCN1	0.024562232	0.14036967	0.013399622	0.11741497
ST6GALNAC5	0.20536679	0.20138368	0.15719545	0.17435366
MICAL2	0.11966276	0.2313277	0.05222286	0.22173676
ITGB6	0.11538528	0.25814506	0.06646899	0.271554
LNC-LBCS	0.09865286	0.23378849	0.07293713	0.19020228
MYO3B	0.04693828	0.22068882	0.22387789	0.14383982
AC012574.1	0.027940247	0.070701614	0.0077292626	0.04603892
AC012078.2	0.018773844	0.068835005	0.010252505	0.12333013
SCGB3A2	0.11641641	0.19251321	0.10230654	0.22160394
ANKRD28	0.19718516	0.35864937	0.23953561	0.35937375
CLDN10-AS1	0.043746043	0.21455036	0.10627266	0.112278685
CAMK1D	0.14872159	0.36941215	0.1772647	0.31036398
ADGB	0.10855904	0.177177	0.09101149	0.16981456
SMOC1	0.039631475	0.10892727	0.12709549	0.2082952
CPNE4	0.041898374	0.46604106	0.026894981	0.18699655
ERBB4	0.16944696	0.23201418	0.13724725	0.18881492
DTHD1	0.12805109	0.28301403	0.10313867	0.20374769
LINC01435	0.06504629	0.0958489	0.039237563	0.097712204
CDH4	0.053143896	0.06270002	0.0129392445	0.14339277
NTN4	0.29701486	0.25792947	0.29716298	0.28711936
AC069277.1	0.04836038	0.09085003	0.020946337	0.14274071
CFAP43	0.15142472	0.24142163	0.20440596	0.22434682
EPHA4	0.26194012	0.5232488	0.24138133	0.44779482
CCBE1	0.15504923	0.33581108	0.0815173	0.16787305
AC009570.2	0.20019118	0.2584272	0.21852244	0.22722606
CNTNAP3P2	0.31818092	0.3978756	0.6647077	0.64526093
CD55	0.31107965	0.2849214	0.3301104	0.3075503
LAMA2	0.2162371	0.32343048	0.31561828	0.23965101
NFATC2	0.17186338	0.39302087	0.2230294	0.31526744
PCDH9	0.13422123	0.22451778	0.12126003	0.15690774
AC104162.1	0.12727952	0.1931747	0.08433909	0.22570026
CYP7B1	0.09174471	0.4322493	0.14603707	0.2725991
PARM1	0.15573232	0.14217986	0.08555412	0.1528383
LMO3	0.22414412	0.276258	0.09215954	0.27780533
EFNA5	0.13927136	0.31686062	0.19481519	0.20623446
GRM8	0.13558596	0.45480055	0.030121826	0.06311538
NLGN1	0.17775238	0.3298455	0.20614672	0.3077035
HOPX	0.15952206	0.09650926	0.08628593	0.15566882
AP002989.1	0.07589095	0.12191692	0.0041549904	0.105684936
AL356234.2	0.01852842	0.078094274	0.10041004	0.11783376
RGS6	0.11419165	0.28027552	0.031353626	0.077619806
RASEF	0.0647497	0.25933102	0.11898259	0.18623571
ATP13A4	0.24816807	0.3023694	0.05039404	0.20785335
C8orf34	0.15303509	0.21627742	0.08977168	0.2024858
LINC02147	1.6963024	0.888194	1.8139478	1.4964004
FTO	0.426551	0.39611658	0.26562616	0.39425188
AP003025.2	0.0010677734	0.041764073	0.0	0.024858247
CFTR	0.12165145	0.30908144	0.07699061	0.20906058
RARRES1	0.113075145	0.1995693	0.2320919	0.29399002
MIR646HG	0.087074436	0.31238735	0.14907722	0.19450387
SLIT3	0.13631424	0.27624774	0.18908331	0.25074166
TANC2	0.18524936	0.23649302	0.22831549	0.25797144
ADAMTS9	1.6030334	0.82554716	1.6135465	1.2903665
IGLC7	0.037917256	0.16654447	0.061897088	0.12784591
CDH20	0.07275589	0.054413795	0.015155543	0.12117575
LPIN2	0.1774073	0.33580083	0.045571312	0.26400834
AREG	0.10134742	0.20270832	0.2100168	0.329457
HS6ST2	0.022216069	0.2492441	0.020309007	0.1845388
ATP2B4	0.20640233	0.4142756	0.23406829	0.24513903
SPAG17	0.09721138	0.22120355	0.10353383	0.21470857
SGMS2	0.17412871	0.20893285	0.0799409	0.17744641
AC025580.2	0.11224303	0.22742401	0.13439105	0.14009355
ZFPM2-AS1	0.31383014	0.3107925	0.40448743	0.30449632
LDB2	1.016652	0.71424735	1.000377	1.008126
SLPI	0.18157424	0.48864397	0.18918602	0.2737012
AC010998.1	0.155661	0.18156458	0.0076275305	0.08371865
DNAH6	0.09684478	0.22639157	0.10958144	0.2123525
BTBD9	0.2312992	0.40699887	0.19657128	0.19838148
ABCA13	0.10229793	0.22869796	0.11749274	0.23758736
TENM2	0.052755132	0.15873997	0.07633732	0.16849294
COL1A2	0.10278937	0.5367267	0.24732447	0.4143932
NYAP2	0.081686966	0.19954838	0.14086482	0.072757825
NRXN1	0.059470747	0.22882536	0.006155788	0.15279578
GPR39	0.10221492	0.23186034	0.065622516	0.18508917
ECT2L	0.041012075	0.20372252	0.08262441	0.17559363
LMO7	0.21712597	0.30629984	0.12218441	0.1993964
LHFPL3-AS2	0.06742303	0.2401584	0.11016922	0.13722384
ZBBX	0.102846585	0.2586046	0.071964405	0.18028964
VWA3B	0.039210692	0.19733565	0.065139756	0.1357592
IGF2BP3	0.09809338	0.08233602	0.06290181	0.18513465
ESRRG	0.06456816	0.23811956	0.16390847	0.22702141
LAMA3	0.24569938	0.2397364	0.08561565	0.15569037
GPM6A	0.34599838	0.33631158	0.2287846	0.26296335
LINC01632	0.044038728	0.014834665	0.015473317	0.037889436
SLC7A11-AS1	0.01821767	0.07284666	0.0046946094	0.03948776
NEDD4L	0.15615581	0.18125431	0.107281454	0.16396034
AC010197.1	0.09056847	0.11918968	0.017393075	0.10708605
AC073114.1	0.030149685	0.1515568	0.094207376	0.13843358
LRRC4C	0.36676276	0.27518824	0.22977303	0.26750642
AC113137.1	0.034819983	0.13407046	0.12364877	0.15648901
AC093817.2	0.07164057	0.30956462	0.12554452	0.23743069
LINC02532	0.0056959903	0.040322885	0.0052094855	0.02743518
COL11A1	0.031113196	0.1880887	0.07487661	0.19438365
MUC6	0.02954173	0.10586139	0.029465139	0.049945723
LUZP2	0.013957505	0.1423895	0.0580089	0.2062389
LINC01091	0.114377104	0.2841103	0.17805707	0.23383623
PLCXD3	0.7404625	0.60315156	0.52013224	0.47978055
RCAN2	0.09633853	0.33148736	0.13959837	0.28692427
MECOM	0.34414387	0.21050608	0.33965868	0.32206434
SELE	0.534705	0.6356439	0.464465	0.5149591
LAMB3	0.09605702	0.06925184	0.11946858	0.113810144
PCAT1	0.34968174	0.40123326	0.48656836	0.4158455
TGFB2	0.16166134	0.47179082	0.05817766	0.17031313
AC112206.2	0.1863812	0.15566905	0.07477488	0.10456395
CCDC30	0.09460257	0.19423676	0.07306999	0.20970783
IGF1	0.08921941	0.3039843	0.22385135	0.3424372
AC011287.1	0.15845329	0.30338335	0.22388662	0.26563928
HAPLN1	0.12754652	0.0606629	0.10274562	0.07576984
KIAA2012	0.035072554	0.12742153	0.06536116	0.18283199
ADAMTS16	0.014225516	0.07239445	0.008531687	0.1483945
LONRF3	0.13521357	0.17589757	0.12292088	0.10435358
GPRC5A	0.17003383	0.22798073	0.05133751	0.18862665
DNAH5	0.13731061	0.2269634	0.13933577	0.30393714
WT1	0.006904981	0.040149696	0.0011176837	0.06412397
NAPSA	0.17529513	0.23245862	0.07850436	0.18142289
AC022325.2	0.12507479	0.032628737	0.07116158	0.023192342
NCAM2	0.1886373	0.41633582	0.13563304	0.27204493
AC019211.1	0.026810437	0.100156784	0.1031708	0.1917809
DIAPH3	0.07962018	0.23240992	0.11277063	0.19757718
LINC02055	0.09349372	0.15418491	0.061663806	0.15406515
LRRC77P	0.032986067	0.14528067	0.021054322	0.08847764
SNX30	0.17384085	0.38212135	0.030949963	0.22561488
TFPI2	0.059730213	0.39704886	0.13060704	0.09285846
CCDC190	0.04974277	0.12520678	0.008600949	0.12171684
AC092640.1	0.028492117	0.025561288	0.029624278	0.03391494
BPIFB2	0.0130872335	0.25778928	0.2026657	0.06910383
SOX5	0.11736336	0.13084973	0.11571818	0.0940381
FBXO32	0.09676709	0.20206626	0.17362086	0.39541817
NKAIN2	0.145084	0.20855606	0.22120692	0.1712085
IL20RA	0.08978662	0.093336545	0.08216854	0.107911244
SORCS1	0.052928776	0.17670523	0.046212614	0.15635319
EPHB2	0.05862958	0.13464315	0.0068556797	0.12541533
PID1	0.21037209	0.3165486	0.13792503	0.2148422
ADGRL3	0.1148421	0.4891092	0.1459924	0.31201327
INMT	0.38282597	0.22319031	0.26835516	0.23927468
PCDH11X	0.09292624	0.118874006	0.013834182	0.0651823
TOX	0.1770204	0.2267503	0.11596482	0.1868783
IL1RAPL2	0.19191171	0.19359906	0.1318482	0.2060215
EMP2	0.19644353	0.2612587	0.112387516	0.1974183
GRM5	0.046948675	0.11424195	0.0143605545	0.13560262
PLA2G5	0.05489449	0.14036581	0.03533714	0.1276279
ICAM1	0.21856357	0.257562	0.14141336	0.15707743
ACSL4	0.22775906	0.3540697	0.25317228	0.24996804
DOCK3	0.12907848	0.16517217	0.12146738	0.232876
KCNQ3	0.08358913	0.26173806	0.029315494	0.24099259
RIPOR2	0.20323822	0.23039618	0.1659363	0.26992264
LINGO2	0.09679559	0.088577226	0.07952588	0.10370865
LINC01876	0.14633298	0.37699378	0.11742518	0.2781611
PTHLH	0.087279506	0.02847911	0.040221397	0.06387696
GRIP1	0.073468104	0.2893412	0.10872974	0.2656029
BMP6	0.23436093	0.4598151	0.33718607	0.4477905
LINC02006	0.1159671	0.12670489	0.008692849	0.055075146
KRT17	0.027002515	0.12250796	0.10375118	0.20049909
AC015687.1	0.10687688	0.19740959	0.09231915	0.23002237
ELAPOR2	0.26044816	0.34101093	0.07861234	0.2519811
AC114971.1	0.07157665	0.12098492	0.12819879	0.09988193
TLL1	0.8557632	0.5352813	0.9507855	0.7539357
ITPRID1	0.047414314	0.15757972	0.06088776	0.07594985
HS3ST2	0.13422301	0.3066811	0.1311005	0.24343681
CACNA1C	0.12622191	0.36875948	0.15841118	0.32567573
STK32A	0.03642567	0.35589674	0.04716038	0.20909202
BARX2	0.022689978	0.13113347	0.0039581615	0.11994167
RMST	0.1746309	0.095495835	0.0216219	0.19230473
SLC22A3	0.16032402	0.21194401	0.025542047	0.16433604
RND1	0.0770522	0.09434103	0.121024154	0.06017726
LGR5	0.020048488	0.17685783	0.06977749	0.07959967
AC044893.1	0.03980078	0.015322171	0.03538212	0.14784963
KCNMA1	0.15867624	0.44879946	0.25811145	0.33417726
C9orf116	0.09155412	0.08421274	0.086871915	0.11551892
TPH1	0.038734574	0.14940074	0.05196299	0.056820367
BMPR1B	0.22069696	0.40934694	0.1807914	0.3001728
CRIM1	0.81445956	0.58061594	0.80500966	0.81332743
AC093916.1	0.12448514	0.16316593	0.1439773	0.10523446
FSTL4	0.09162402	0.3345077	0.031192647	0.08817006
HHLA2	0.049650423	0.13970079	0.0030054168	0.1295119
CSF2	0.012939795	0.024083415	0.01712102	0.01622998
ACKR1	2.1199327	0.4816963	1.6178881	1.1032482
AC013652.1	0.08735186	0.24405146	0.06722547	0.30483934
UST	0.14789574	0.2786779	0.06819084	0.20871869
SAA1	0.066162616	0.15987	0.07140314	0.30401117
MAGI3	0.26004985	0.28325891	0.2563748	0.28380203
WFDC21P	0.11802606	0.17410204	0.131885	0.22102618
AL355499.2	0.11427353	0.11400183	0.03511698	0.047920834
CSRP3-AS1	0.03648948	0.07485563	0.0083769	0.12975374
SUGCT	0.12650964	0.4435966	0.11933058	0.31552655
CHIA	0.02901306	0.06508026	0.0423562	0.043992445
FABP4	0.07110397	0.13178594	0.096231095	0.16949219
ARMC4	0.07684924	0.20003405	0.06474326	0.14408384
CFAP70	0.069449216	0.16566378	0.08451981	0.19351795
AC078923.1	0.04124802	0.35080868	0.13727716	0.13763078
UNC5D	0.10323724	0.109497875	0.0031922227	0.082181804
UGP2	0.18147196	0.3256684	0.21279688	0.3099171
DCC	0.13275988	0.20262489	0.15250364	0.118309796
NR3C2	0.37338442	0.3362322	0.19904853	0.3136461
EPB41L3	0.29677218	0.30759504	0.12800232	0.24284014
AC084816.1	0.05861573	0.1278678	0.035700332	0.0840537
CD36	0.3188282	0.44397214	0.20396373	0.23430932
RBPJ	0.32194373	0.48363894	0.25642362	0.39947793
HMCN1	0.20251708	0.3053658	0.22268447	0.34236175
TWIST2	0.0953677	0.00574025	0.0041631707	0.09750086
LINC01088	0.14962013	0.32586637	0.16982639	0.31290942
AFF3	0.16087568	0.47025004	0.13366807	0.20064022
LINC01290	0.17997015	0.18370731	0.03421894	0.09038192
CROCC2	0.01693669	0.033361368	0.040155668	0.08292051
HDAC9	2.0256262	0.7684342	1.605821	1.2452891
SCN3A	0.21384697	0.1825002	0.21968469	0.19145805
PELI1	0.34123492	0.40985712	0.2354963	0.41896066
LSAMP	0.24666621	0.24884726	0.27723548	0.25645214
KCNE1	0.101264924	0.13934696	0.16931893	0.20688725
TM4SF4	0.006859213	0.018310592	0.002065415	0.03686089
KIRREL3	0.31034845	0.3155561	0.18663979	0.23291421
ATP12A	0.022083735	0.050797224	0.00631412	0.096407555
CFAP251	0.07605853	0.19002792	0.06781197	0.13804644
TNIK	0.21023317	0.31495675	0.10474465	0.28664702
CHSY3	0.29197106	0.39806113	0.2728805	0.3724811
SLC5A5	0.031966534	0.0773111	0.051454376	0.20258148
MIR31HG	0.03824395	0.26646692	0.2570412	0.41005325
NRXN3	0.2613625	0.40696654	0.1663052	0.3023207
MTHFD2L	0.2310519	0.18086238	0.19181499	0.263815
RANBP17	0.23463799	0.3427746	0.15604877	0.27707446
AC136431.1	0.047349386	0.17621523	0.025603777	0.09032726
AC093912.1	0.12468222	0.28397685	0.045124788	0.1517972
FGF7	0.11640111	0.3658831	0.098562725	0.33936822
ESM1	0.020551993	0.19745402	0.14983898	0.15703458
SERPINB11	0.014378176	0.20920233	0.086678565	0.13142943
GREM1	0.038912103	0.026716156	0.029030142	0.17386174
PTGS2	0.17202231	0.35043773	0.03241572	0.25768474
SERPINI2	0.06668197	0.21233833	0.06925389	0.19300863
ADAM12	0.059021864	0.20525701	0.08890088	0.31045043
FMO5	0.18184115	0.10298129	0.15690514	0.18642211
NREP	0.33033112	0.52220184	0.34412357	0.42204183
MMP10	0.01693051	0.055085257	0.021173751	0.04388223
ATP8A2	0.09956457	0.12788476	0.0489537	0.105794676
ADAMTS6	0.4691176	0.7430533	0.5069587	0.7400758
COL3A1	0.119175404	0.7098049	0.3161715	0.6007592
TACC2	0.2134807	0.22064689	0.21545458	0.20136097
SORCS2	0.029193595	0.14601576	0.056342527	0.13800807
C4BPB	0.0080907	0.15152802	0.006280645	0.09048054
SPATA17	0.103083976	0.21934302	0.15540452	0.20890474
GLCCI1	0.16292934	0.24620806	0.16080216	0.22067283
DRAIC	0.021058789	0.13706575	0.13107869	0.11168386
FREM2	0.11824244	0.15344003	0.049691986	0.079163626
BICDL1	0.105385676	0.13138954	0.07364596	0.1914059
COL4A3	0.20435062	0.2699057	0.10635779	0.17967525
AC093865.1	0.06694924	0.12815918	0.1284679	0.21886238
CCL19	0.34036955	0.22495034	0.5985468	0.3753859
C8orf37-AS1	0.12837322	0.23241107	0.15563789	0.2418884
THRB-AS1	0.10183053	0.12830102	0.017042818	0.10521725
EDN2	0.029306397	0.014801537	0.015536494	0.044056114
FANK1	0.082168266	0.16735667	0.06928272	0.17784159
ROR1	0.2669387	0.30403656	0.18207355	0.23813537
CACNA2D2	0.12422235	0.13981274	0.021950938	0.076754004
DCLK1	0.07638067	0.50284684	0.12792316	0.34005642
EGLN3	0.12977305	0.14437339	0.08919827	0.25540996
RIMS2	0.31010032	0.24117959	0.25426364	0.31454498
AC087633.2	0.30543151	0.21632928	0.2675944	0.3085754
PIP5K1B	0.20311256	0.275081	0.11597078	0.17090634
MLLT3	0.18876682	0.25036067	0.17443813	0.24942015
ACMSD	0.017353393	0.044770826	0.007447686	0.01526519
AC005165.1	0.049177863	0.14967832	0.086549796	0.13193972
RFTN1P1	0.05428007	0.11123341	0.028475676	0.10559955
PRG4	0.091623925	0.0574448	0.20784642	0.11230799
FGF2	0.18296318	0.24524891	0.19373842	0.29164958
